County Name,County Number,Charter School,Title I School Status,Congressional Code,National School Lunch Program,School Level,Agency Name,Agency ID - NCES Assigned,Total Students All Grades (Excludes AE),Free and Reduced Lunch Students,Male Students,Female Students,American Indian/Alaska Native Students,Asian or Asian/Pacific Islander Students,Hispanic Students,Black or African American Students,White Students,Nat. Hawaiian or Other Pacific Isl. Students,Two or More Races Students,School ID - NCES Assigned,District Entity ID,School Name,District Name,Average Percent Passing,Year,Charter School Dummy,Male Students Percentage,Female Students Percentage,American Indian/Alaska Native Students Percentage,Asian or Asian/Pacific Islander Students Percentage,Hispanic Students Percentage,Black or African American Students Percentage,White Students Percentage,Nat. Hawaiian or Other Pacific Isl. Students Percentage,Two or More Races Students Percentage,Free and Reduced Lunch Students Percentage,School Level: Primary,School Level: Middle,School Level: High,School Level: Other,Apache County,Cochise County,Coconino County,Gila County,Graham County,Greenlee County,La Paz County,Maricopa County,Mohave County,Navajo County,Pima County,Pinal County,Santa Cruz County,Yavapai County,Yuma County,0403,0401,0406,0407,0404,0402,0405,0409,0408
Maricopa County,4013.0,1-Yes,6-Not a Title I school,406.0,No,Elementary,Reid Traditional Schools' Valley Academy Inc. (4306),400034.0,685,,351,334,4,388,67,7,194,0,25,040003400707,4306,Reid Traditional Schools' Valley Academy,"Reid Traditional Schools' Valley Academy, Inc.",76.0,2022,1,0.5124087591240876,0.48759124087591244,0.00583941605839416,0.5664233576642336,0.09781021897810219,0.010218978102189781,0.2832116788321168,0.0,0.0364963503649635,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Maricopa County,4013.0,1-Yes,5-Title I schoolwide school,407.0,Yes participating without using any Provision or the CEO,Elementary,Espiritu Community Development Corp. (92250),400895.0,440,146,208,232,1,0,430,4,5,0,0,040089502450,92250,Reyes Maria Ruiz Leadership Academy,Espiritu Community Development Corp.,31.5,2022,1,0.4727272727272727,0.5272727272727272,0.0022727272727272726,0.0,0.9772727272727273,0.00909090909090909,0.011363636363636364,0.0,0.0,0.33181818181818185,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Maricopa County,4013.0,2-No,5-Title I schoolwide school,409.0,Yes participating without using any Provision or the CEO,Middle,Mesa Unified District (4235),404970.0,733,234,397,336,53,9,459,51,129,9,23,040497000412,4235,Rhodes Junior High School,Mesa Unified District,14.0,2022,0,0.5416098226466576,0.4583901773533424,0.0723055934515689,0.01227830832196453,0.626193724420191,0.06957708049113233,0.17598908594815826,0.01227830832196453,0.03137789904502047,0.31923601637107774,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gila County,4007.0,2-No,5-Title I schoolwide school,401.0,Yes under Community Eligibility Option (CEO),Elementary,San Carlos Unified District (4210),406960.0,579,502,305,274,577,1,0,0,0,1,0,040696001656,4210,Rice Elementary School,San Carlos Unified District,,2022,0,0.5267702936096719,0.47322970639032813,0.9965457685664939,0.0017271157167530224,0.0,0.0,0.0,0.0017271157167530224,0.0,0.8670120898100173,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Pima County,4019.0,2-No,6-Not a Title I school,401.0,Yes participating without using any Provision or the CEO,Elementary,Amphitheater Unified District (4406),400680.0,913,69,494,419,5,25,266,17,558,1,41,040068001001,4406,Richard B Wilson Jr School,Amphitheater Unified District,55.5,2022,0,0.5410733844468785,0.4589266155531216,0.00547645125958379,0.027382256297918947,0.2913472070098576,0.018619934282584884,0.6111719605695509,0.001095290251916758,0.044906900328587074,0.0755750273822563,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Maricopa County,4013.0,2-No,5-Title I schoolwide school,409.0,Yes under Community Eligibility Option (CEO),Elementary,Washington Elementary School District (4260),409060.0,412,357,212,200,58,2,181,92,54,2,23,040906000936,4260,Richard E Miller School,Washington Elementary School District,12.0,2022,0,0.5145631067961165,0.4854368932038835,0.1407766990291262,0.0048543689320388345,0.4393203883495146,0.22330097087378642,0.13106796116504854,0.0048543689320388345,0.055825242718446605,0.866504854368932,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Maricopa County,4013.0,1-Yes,6-Not a Title I school,408.0,Yes participating without using any Provision or the CEO,Other,Ridgeline Academy Inc. (4301),400031.0,959,51,485,474,4,23,152,38,685,2,55,040003100689,4301,"Ridgeline Academy, Inc.","Ridgeline Academy, Inc.",55.0,2022,1,0.5057351407716372,0.4942648592283629,0.004171011470281543,0.023983315954118872,0.15849843587069865,0.03962460896767466,0.7142857142857143,0.0020855057351407717,0.05735140771637122,0.053180396246089674,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Pinal County,4021.0,1-Yes,3-Title I schoolwide eligible-Title I targeted assistance program,404.0,Yes participating without using any Provision or the CEO,High,American Charter Schools Foundation dba Ridgeview  (1001346),401005.0,115,12,53,62,1,2,37,15,57,0,3,040100503720,1001346,Ridgeview College Preparatory High School,American Charter Schools Foundation dba Ridgeview College Preparatory High School,32.5,2022,1,0.4608695652173913,0.5391304347826087,0.008695652173913044,0.017391304347826087,0.3217391304347826,0.13043478260869565,0.4956521739130435,0.0,0.02608695652173913,0.10434782608695652,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Maricopa County,4013.0,2-No,6-Not a Title I school,405.0,Yes participating without using any Provision or the CEO,Elementary,Chandler Unified District #80 (4242),401870.0,800,44,404,396,4,13,133,22,584,0,44,040187002873,4242,Riggs Elementary,Chandler Unified District #80,62.5,2022,0,0.505,0.495,0.005,0.01625,0.16625,0.0275,0.73,0.0,0.055,0.055,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gila County,4007.0,2-No,4-Title I schoolwide eligible school-No program,404.0,Yes participating without using any Provision or the CEO,Middle,Payson Unified District (4209),406070.0,569,133,298,271,16,2,144,5,376,0,26,040607000501,4209,Rim Country Middle School,Payson Unified District,28.5,2022,0,0.523725834797891,0.47627416520210897,0.028119507908611598,0.0035149384885764497,0.2530755711775044,0.008787346221441126,0.6608084358523726,0.0,0.04569420035149385,0.23374340949033393,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Pima County,4019.0,2-No,5-Title I schoolwide school,402.0,Yes participating without using any Provision or the CEO,High,Tucson Unified District (4403),408800.0,1394,510,748,646,29,38,848,160,254,15,50,040880001446,4403,Rincon High School,Tucson Unified District,19.0,2022,0,0.5365853658536586,0.4634146341463415,0.02080344332855093,0.027259684361549498,0.6083213773314203,0.11477761836441894,0.18220946915351507,0.010760401721664276,0.035868005738880916,0.36585365853658536,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Pima County,4019.0,2-No,6-Not a Title I school,402.0,Yes participating without using any Provision or the CEO,Middle,Vail Unified District (4413),408850.0,700,75,370,330,3,14,281,47,303,1,51,040885002991,4413,Rincon Vista Middle School,Vail Unified District,52.0,2022,0,0.5285714285714286,0.4714285714285714,0.004285714285714286,0.02,0.4014285714285714,0.06714285714285714,0.4328571428571429,0.0014285714285714286,0.07285714285714286,0.10714285714285714,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Yuma County,4027.0,2-No,5-Title I schoolwide school,403.0,Yes under Provision 2,Elementary,Gadsden Elementary District (4505),403240.0,541,523,284,257,0,0,539,0,2,0,0,040324001213,4505,Rio Colorado Elementary School,Gadsden Elementary District,18.0,2022,0,0.5249537892791127,0.47504621072088726,0.0,0.0,0.9963031423290203,0.0,0.0036968576709796672,0.0,0.0,0.966728280961183,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Santa Cruz County,4023.0,2-No,5-Title I schoolwide school,403.0,Yes under Provision 2,High,Santa Cruz Valley Unified District (4458),407520.0,1319,949,661,658,1,6,1275,2,32,1,2,040752001036,4458,Rio Rico High School,Santa Cruz Valley Unified District,23.5,2022,0,0.5011372251705838,0.4988627748294162,0.000758150113722517,0.004548900682335102,0.9666413949962093,0.001516300227445034,0.024260803639120546,0.000758150113722517,0.001516300227445034,0.7194844579226687,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Maricopa County,4013.0,2-No,5-Title I schoolwide school,403.0,Yes participating without using any Provision or the CEO,Elementary,Pendergast Elementary District (4283),406210.0,649,182,340,309,21,9,441,91,58,2,27,040621002274,4283,Rio Vista Elementary,Pendergast Elementary District,22.5,2022,0,0.5238828967642527,0.4761171032357473,0.032357473035439135,0.01386748844375963,0.6795069337442219,0.14021571648690292,0.08936825885978428,0.0030816640986132513,0.04160246533127889,0.28043143297380585,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pima County,4019.0,2-No,5-Title I schoolwide school,402.0,Yes under Community Eligibility Option (CEO),Elementary,Amphitheater Unified District (4406),400680.0,320,213,171,149,6,3,221,19,61,3,7,040068001286,4406,Rio Vista Elementary School,Amphitheater Unified District,35.5,2022,0,0.534375,0.465625,0.01875,0.009375,0.690625,0.059375,0.190625,0.009375,0.021875,0.665625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Mohave County,4015.0,2-No,5-Title I schoolwide school,404.0,Yes participating without using any Provision or the CEO,High,Colorado River Union High School District (4381),400082.0,503,107,272,231,31,6,154,4,297,1,10,040008200006,4381,River Valley High School,Colorado River Union High School District,13.5,2022,0,0.5407554671968191,0.4592445328031809,0.061630218687872766,0.011928429423459244,0.3061630218687873,0.007952286282306162,0.5904572564612326,0.0019880715705765406,0.019880715705765408,0.21272365805168986,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Pima County,4019.0,2-No,5-Title I schoolwide school,403.0,Yes participating without using any Provision or the CEO,Elementary,Sunnyside Unified District (4407),408170.0,445,196,227,218,6,4,415,2,10,0,8,040817002849,4407,Rivera Elementary,Sunnyside Unified District,16.0,2022,0,0.5101123595505618,0.4898876404494382,0.01348314606741573,0.008988764044943821,0.9325842696629213,0.0044943820224719105,0.02247191011235955,0.0,0.017977528089887642,0.4404494382022472,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Maricopa County,4013.0,1-Yes,5-Title I schoolwide school,407.0,Yes participating without using any Provision or the CEO,Elementary,West Valley Arts and Technology Academy Inc. (90036),400786.0,283,101,147,136,11,8,160,77,20,2,5,040078602885,90036,Riverbend Prep,"West Valley Arts and Technology Academy, Inc.",12.0,2022,1,0.519434628975265,0.48056537102473496,0.038869257950530034,0.028268551236749116,0.5653710247349824,0.27208480565371024,0.0706713780918728,0.007067137809187279,0.0176678445229682,0.3568904593639576,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Maricopa County,4013.0,2-No,5-Title I schoolwide school,407.0,Yes participating without using any Provision or the CEO,Elementary,Riverside Elementary District (4257),407020.0,389,146,210,179,16,4,283,58,24,0,4,040702000581,4257,Riverside Traditional School,Riverside Elementary District,29.5,2022,0,0.5398457583547558,0.4601542416452442,0.04113110539845758,0.010282776349614395,0.7275064267352185,0.14910025706940874,0.061696658097686374,0.0,0.010282776349614395,0.37532133676092544,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Maricopa County,4013.0,2-No,5-Title I schoolwide school,408.0,Yes participating without using any Provision or the CEO,Elementary,Dysart Unified District (4243),402690.0,894,354,471,423,11,6,606,79,155,4,33,040269002907,4243,Riverview School,Dysart Unified District,28.5,2022,0,0.5268456375838926,0.47315436241610737,0.012304250559284116,0.006711409395973154,0.6778523489932886,0.0883668903803132,0.17337807606263983,0.0044742729306487695,0.03691275167785235,0.3959731543624161,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Pima County,4019.0,2-No,5-Title I schoolwide school,403.0,Yes participating without using any Provision or the CEO,Elementary,Marana Unified District (4404),404630.0,355,134,177,178,1,0,145,6,193,1,9,040463001165,4404,Roadrunner Elementary School,Marana Unified District,20.333333333333332,2022,0,0.49859154929577465,0.5014084507042254,0.0028169014084507044,0.0,0.4084507042253521,0.016901408450704224,0.543661971830986,0.0028169014084507044,0.02535211267605634,0.37746478873239436,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Maricopa County,4013.0,2-No,5-Title I schoolwide school,406.0,Yes under Community Eligibility Option (CEO),Elementary,Washington Elementary School District (4260),409060.0,648,569,329,319,7,50,436,47,96,0,12,040906000937,4260,Roadrunner Elementary School,Washington Elementary School District,20.333333333333332,2022,0,0.5077160493827161,0.49228395061728397,0.010802469135802469,0.07716049382716049,0.6728395061728395,0.07253086419753087,0.14814814814814814,0.0,0.018518518518518517,0.8780864197530864,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Maricopa County,4013.0,2-No,4-Title I schoolwide eligible school-No program,406.0,Yes participating without using any Provision or the CEO,Other,Paradise Valley Unified District (4241),405930.0,202,51,139,63,3,19,63,11,97,0,9,040593001313,4241,Roadrunner School,Paradise Valley Unified District,,2022,0,0.6881188118811881,0.3118811881188119,0.01485148514851485,0.09405940594059406,0.3118811881188119,0.054455445544554455,0.4801980198019802,0.0,0.04455445544554455,0.2524752475247525,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Maricopa County,4013.0,2-No,6-Not a Title I school,405.0,Yes participating without using any Provision or the CEO,Elementary,Chandler Unified District #80 (4242),401870.0,780,64,377,403,6,73,179,43,391,9,79,040187001676,4242,Robert and Danell Tarwater Elementary,Chandler Unified District #80,58.5,2022,0,0.48333333333333334,0.5166666666666667,0.007692307692307693,0.09358974358974359,0.22948717948717948,0.05512820512820513,0.5012820512820513,0.011538461538461539,0.10128205128205128,0.08205128205128205,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Santa Cruz County,4023.0,2-No,5-Title I schoolwide school,403.0,Yes under Community Eligibility Option (CEO),Elementary,Nogales Unified District (4457),405530.0,267,207,143,124,0,1,265,0,1,0,0,040553001034,4457,Robert Bracker Elementary,Nogales Unified District,45.5,2022,0,0.5355805243445693,0.46441947565543074,0.0,0.003745318352059925,0.9925093632958801,0.0,0.003745318352059925,0.0,0.0,0.7752808988764045,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Maricopa County,4013.0,2-No,6-Not a Title I school,405.0,Yes participating without using any Provision or the CEO,Elementary,Chandler Unified District #80 (4242),401870.0,714,32,389,325,8,36,144,12,481,1,32,040187003766,4242,Robert J.C. Rice Elementary School,Chandler Unified District #80,65.5,2022,0,0.5448179271708683,0.45518207282913165,0.011204481792717087,0.05042016806722689,0.20168067226890757,0.01680672268907563,0.6736694677871149,0.0014005602240896359,0.04481792717086835,0.04481792717086835,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Maricopa County,4013.0,1-Yes,5-Title I schoolwide school,407.0,Yes under Community Eligibility Option (CEO),High,Career Success Schools (79047),400219.0,19,12,13,6,0,0,12,4,2,0,1,040021902367,79047,Robert L. Duffy High School,Career Success Schools,,2022,1,0.6842105263157895,0.3157894736842105,0.0,0.0,0.631578947368421,0.21052631578947367,0.10526315789473684,0.0,0.05263157894736842,0.631578947368421,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Pima County,4019.0,2-No,5-Title I schoolwide school,402.0,Yes participating without using any Provision or the CEO,Elementary,Flowing Wells Unified District (4405),403010.0,327,89,157,170,2,3,172,5,137,1,7,040301001033,4405,Robert Richardson Elementary School,Flowing Wells Unified District,47.0,2022,0,0.4801223241590214,0.5198776758409785,0.0061162079510703364,0.009174311926605505,0.5259938837920489,0.01529051987767584,0.41896024464831805,0.0030581039755351682,0.021406727828746176,0.27217125382262997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Pima County,4019.0,2-No,5-Title I schoolwide school,402.0,Yes under Community Eligibility Option (CEO),Elementary,Tucson Unified District (4403),408800.0,547,513,289,258,24,2,311,117,78,0,15,040880000872,4403,Roberts Naylor,Tucson Unified District,11.0,2022,0,0.5283363802559415,0.4716636197440585,0.043875685557586835,0.003656307129798903,0.5685557586837294,0.21389396709323583,0.1425959780621572,0.0,0.027422303473491772,0.9378427787934186,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Pima County,4019.0,2-No,5-Title I schoolwide school,403.0,Yes participating without using any Provision or the CEO,Elementary,Tucson Unified District (4403),408800.0,430,120,215,215,9,6,309,12,85,0,9,040880000966,4403,Robins Elementary School,Tucson Unified District,39.5,2022,0,0.5,0.5,0.020930232558139535,0.013953488372093023,0.7186046511627907,0.027906976744186046,0.19767441860465115,0.0,0.020930232558139535,0.27906976744186046,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Pima County,4019.0,2-No,5-Title I schoolwide school,402.0,Yes under Community Eligibility Option (CEO),Elementary,Tucson Unified District (4403),408800.0,236,171,128,108,3,1,187,13,26,0,6,040880000880,4403,Robison Elementary School,Tucson Unified District,25.0,2022,0,0.5423728813559322,0.4576271186440678,0.012711864406779662,0.00423728813559322,0.7923728813559322,0.05508474576271186,0.11016949152542373,0.0,0.025423728813559324,0.7245762711864406,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Pima County,4019.0,2-No,5-Title I schoolwide school,403.0,Yes under Community Eligibility Option (CEO),Elementary,Altar Valley Elementary District (4418),404770.0,366,299,186,180,28,1,219,4,109,0,5,040477002400,4418,Robles Elementary School,Altar Valley Elementary District,20.0,2022,0,0.5081967213114754,0.4918032786885246,0.07650273224043716,0.00273224043715847,0.5983606557377049,0.01092896174863388,0.2978142076502732,0.0,0.01366120218579235,0.8169398907103825,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Maricopa County,4013.0,2-No,5-Title I schoolwide school,405.0,Yes participating without using any Provision or the CEO,Elementary,Mesa Unified District (4235),404970.0,490,140,234,256,9,2,328,15,118,5,13,040497001166,4235,Robson Elementary School,Mesa Unified District,14.0,2022,0,0.4775510204081633,0.5224489795918368,0.018367346938775512,0.004081632653061225,0.6693877551020408,0.030612244897959183,0.24081632653061225,0.01020408163265306,0.026530612244897958,0.2857142857142857,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Maricopa County,4013.0,2-No,5-Title I schoolwide school,407.0,Yes participating without using any Provision or the CEO,Elementary,Laveen Elementary District (4276),404290.0,1019,282,557,462,33,20,587,238,89,4,48,040429003336,4276,Rogers Ranch School,Laveen Elementary District,34.0,2022,0,0.5466143277723258,0.4533856722276742,0.0323846908734053,0.019627085377821395,0.5760549558390579,0.23356231599607458,0.0873405299313052,0.003925417075564278,0.047105004906771344,0.27674190382728164,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Yuma County,4027.0,2-No,5-Title I schoolwide school,404.0,Yes participating without using any Provision or the CEO,Middle,Yuma Elementary District (4499),409600.0,512,142,269,243,4,2,290,6,189,2,19,040960002427,4499,Ron Watson Middle School,Yuma Elementary District,23.0,2022,0,0.525390625,0.474609375,0.0078125,0.00390625,0.56640625,0.01171875,0.369140625,0.00390625,0.037109375,0.27734375,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Yuma County,4027.0,2-No,5-Title I schoolwide school,403.0,Yes under Community Eligibility Option (CEO),Elementary,Crane Elementary District (4501),402400.0,489,297,251,238,2,0,424,3,51,0,9,040240000036,4501,Ronald Reagan Fundamental School,Crane Elementary District,29.0,2022,0,0.5132924335378323,0.4867075664621677,0.00408997955010225,0.0,0.8670756646216768,0.006134969325153374,0.10429447852760736,0.0,0.018404907975460124,0.6073619631901841,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Maricopa County,4013.0,2-No,5-Title I schoolwide school,409.0,Yes participating without using any Provision or the CEO,Elementary,Mesa Unified District (4235),404970.0,543,234,299,244,62,9,295,71,68,14,24,040497000413,4235,Roosevelt Elementary School,Mesa Unified District,15.5,2022,0,0.5506445672191529,0.44935543278084716,0.1141804788213628,0.016574585635359115,0.5432780847145487,0.13075506445672191,0.1252302025782689,0.02578268876611418,0.04419889502762431,0.430939226519337,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Yuma County,4027.0,2-No,5-Title I schoolwide school,403.0,Yes under Provision 2,Elementary,Yuma Elementary District (4499),409600.0,252,226,128,124,3,0,227,5,15,0,2,040960000995,4499,Roosevelt School,Yuma Elementary District,,2022,0,0.5079365079365079,0.49206349206349204,0.011904761904761904,0.0,0.9007936507936508,0.01984126984126984,0.05952380952380952,0.0,0.007936507936507936,0.8968253968253969,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Pima County,4019.0,2-No,5-Title I schoolwide school,403.0,Yes participating without using any Provision or the CEO,Elementary,Tucson Unified District (4403),408800.0,570,188,260,310,33,4,489,6,32,0,6,040880001506,4403,Roskruge Bilingual Magnet Middle School,Tucson Unified District,22.5,2022,0,0.45614035087719296,0.543859649122807,0.05789473684210526,0.007017543859649123,0.8578947368421053,0.010526315789473684,0.056140350877192984,0.0,0.010526315789473684,0.3298245614035088,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Apache County,4001.0,2-No,5-Title I schoolwide school,401.0,Yes under Community Eligibility Option (CEO),Elementary,Red Mesa Unified District (4159),406870.0,68,54,42,26,68,0,0,0,0,0,0,040687000143,4159,Round Rock Elementary School,Red Mesa Unified District,4.5,2022,0,0.6176470588235294,0.38235294117647056,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7941176470588235,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Apache County,4001.0,2-No,6-Not a Title I school,401.0,No,High,Round Valley Unified District (4155),407130.0,31,,14,17,1,0,14,0,15,0,1,040713003442,4155,Round Valley AOI,Round Valley Unified District,,2022,0,0.45161290322580644,0.5483870967741935,0.03225806451612903,0.0,0.45161290322580644,0.0,0.4838709677419355,0.0,0.03225806451612903,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Apache County,4001.0,2-No,5-Title I schoolwide school,401.0,Yes participating without using any Provision or the CEO,Elementary,Round Valley Unified District (4155),407130.0,525,129,269,256,23,1,132,4,356,0,9,040713001484,4155,Round Valley Elementary School,Round Valley Unified District,43.5,2022,0,0.5123809523809524,0.4876190476190476,0.04380952380952381,0.0019047619047619048,0.25142857142857145,0.007619047619047619,0.6780952380952381,0.0,0.017142857142857144,0.24571428571428572,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Apache County,4001.0,2-No,6-Not a Title I school,401.0,Yes participating without using any Provision or the CEO,High,Round Valley Unified District (4155),407130.0,412,62,196,216,16,0,132,3,245,0,16,040713001044,4155,Round Valley High School,Round Valley Unified District,36.0,2022,0,0.47572815533980584,0.5242718446601942,0.038834951456310676,0.0,0.32038834951456313,0.007281553398058253,0.5946601941747572,0.0,0.038834951456310676,0.15048543689320387,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Apache County,4001.0,2-No,5-Title I schoolwide school,401.0,Yes participating without using any Provision or the CEO,Middle,Round Valley Unified District (4155),407130.0,433,94,252,181,13,1,129,2,278,0,10,040713000617,4155,Round Valley Middle School,Round Valley Unified District,27.5,2022,0,0.581986143187067,0.418013856812933,0.03002309468822171,0.0023094688221709007,0.2979214780600462,0.004618937644341801,0.6420323325635104,0.0,0.023094688221709007,0.21709006928406466,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Maricopa County,4013.0,2-No,5-Title I schoolwide school,409.0,Yes participating without using any Provision or the CEO,Elementary,Tempe School District (4258),408310.0,423,94,215,208,11,14,156,34,167,3,38,040831000783,4258,Rover Elementary School,Tempe School District,56.5,2022,0,0.508274231678487,0.491725768321513,0.026004728132387706,0.03309692671394799,0.36879432624113473,0.08037825059101655,0.3947990543735225,0.0070921985815602835,0.08983451536643026,0.2222222222222222,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Maricopa County,4013.0,2-No,5-Title I schoolwide school,409.0,Yes under Community Eligibility Option (CEO),Middle,Washington Elementary School District (4260),409060.0,733,681,388,345,53,13,451,99,79,2,36,040906000938,4260,Royal Palm Middle School,Washington Elementary School District,22.5,2022,0,0.529331514324693,0.47066848567530695,0.0723055934515689,0.017735334242837655,0.6152796725784447,0.13506139154160982,0.1077762619372442,0.002728512960436562,0.04911323328785812,0.9290586630286494,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Maricopa County,4013.0,1-Yes,5-Title I schoolwide school,406.0,No,High,RSD Charter School Inc. (81033),400656.0,40,,19,21,3,0,10,7,20,0,0,040065603223,81033,RSD High School,"RSD Charter School, Inc.",,2022,1,0.475,0.525,0.075,0.0,0.25,0.175,0.5,0.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Maricopa County,4013.0,2-No,5-Title I schoolwide school,405.0,Yes participating without using any Provision or the CEO,Elementary,Chandler Unified District #80 (4242),401870.0,467,166,259,208,4,14,287,37,104,5,16,040187001675,4242,Rudy G Bologna Elementary,Chandler Unified District #80,20.0,2022,0,0.5546038543897216,0.44539614561027835,0.008565310492505354,0.029978586723768737,0.6145610278372591,0.07922912205567452,0.22269807280513917,0.010706638115631691,0.034261241970021415,0.3554603854389722,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Maricopa County,4013.0,2-No,6-Not a Title I school,404.0,Yes participating without using any Provision or the CEO,Other,Saddle Mountain Unified School District (4254),407170.0,726,163,384,342,7,1,441,33,231,2,11,040717000620,4254,Ruth Fisher Middle School,Saddle Mountain Unified School District,22.5,2022,0,0.5289256198347108,0.47107438016528924,0.009641873278236915,0.0013774104683195593,0.6074380165289256,0.045454545454545456,0.3181818181818182,0.0027548209366391185,0.015151515151515152,0.22451790633608815,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
