Agency Name,Agency ID - NCES Assigned,County Name,County Number,Charter School,Title I School Status,Congressional Code,National School Lunch Program,School Level,Total Students All Grades (Excludes AE),Free and Reduced Lunch Students,Male Students,Female Students,American Indian/Alaska Native Students,Asian or Asian/Pacific Islander Students,Hispanic Students,Black or African American Students,White Students,Nat. Hawaiian or Other Pacific Isl. Students,Two or More Races Students,School ID - NCES Assigned,School Name,District Entity ID,District Name,Average Percent Passing,Year,Charter School Dummy,Male Students Percentage,Female Students Percentage,American Indian/Alaska Native Students Percentage,Asian or Asian/Pacific Islander Students Percentage,Hispanic Students Percentage,Black or African American Students Percentage,White Students Percentage,Nat. Hawaiian or Other Pacific Isl. Students Percentage,Two or More Races Students Percentage,Free and Reduced Lunch Students Percentage,School Level: Primary,School Level: Middle,School Level: High,School Level: Other,Apache County,Cochise County,Coconino County,Gila County,Graham County,Greenlee County,La Paz County,Maricopa County,Mohave County,Navajo County,Pima County,Pinal County,Santa Cruz County,Yavapai County,Yuma County,0403,0401,0406,0407,0404,0402,0405,0409,0408
Amphitheater Unified District,0400680,Pima County,04019,2-No,1-Title I targeted assistance eligible school-No program,0401,Yes participating without using any Provision or the CEO,1-Primary,1286,4,685,601,11,43,272,37,894,6,23,040068001001,Richard B Wilson Jr School,4406,Amphitheater Unified District,57.0,2016,0,0.5326594090202177,0.46734059097978226,0.008553654743390357,0.03343701399688958,0.2115085536547434,0.028771384136858476,0.6951788491446346,0.004665629860031105,0.017884914463452566,0.003110419906687403,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Washington Elementary School District,0409060,Maricopa County,04013,2-No,5-Title I schoolwide school,0409,Yes under Community Eligibility Option (CEO),1-Primary,602,602,308,294,108,4,256,79,127,0,28,040906000936,Richard E Miller School,4260,Washington Elementary School District,33.5,2016,0,0.5116279069767442,0.4883720930232558,0.17940199335548174,0.006644518272425249,0.42524916943521596,0.13122923588039867,0.21096345514950166,0.0,0.046511627906976744,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Chandler Unified District #80,0401870,Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0405,Yes participating without using any Provision or the CEO,1-Primary,981,93,513,468,10,25,146,28,733,0,39,040187002873,Riggs Elementary,4242,Chandler Unified District #80,71.0,2016,0,0.5229357798165137,0.47706422018348627,0.010193679918450561,0.0254841997961264,0.1488277268093782,0.02854230377166157,0.7471967380224261,0.0,0.039755351681957186,0.09480122324159021,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Payson Unified District,0406070,Gila County,04007,2-No,3-Title I schoolwide eligible-Title I targeted assistance program,0404,Yes participating without using any Provision or the CEO,2-Middle,541,325,289,252,11,3,102,4,405,1,15,040607000501,Rim Country Middle School,4209,Payson Unified District,34.0,2016,0,0.5341959334565619,0.4658040665434381,0.02033271719038817,0.005545286506469501,0.18853974121996303,0.0073937153419593345,0.7486136783733827,0.0018484288354898336,0.027726432532347505,0.600739371534196,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Tucson Unified District,0408800,Pima County,04019,2-No,5-Title I schoolwide school,0402,Yes participating without using any Provision or the CEO,3-High,1144,,599,545,15,53,619,167,232,5,53,040880001446,Rincon High School,4403,Tucson Unified District,18.5,2016,0,0.5236013986013986,0.4763986013986014,0.013111888111888112,0.04632867132867133,0.541083916083916,0.145979020979021,0.20279720279720279,0.004370629370629371,0.04632867132867133,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Vail Unified District,0408850,Pima County,04019,2-No,1-Title I targeted assistance eligible school-No program,0402,Yes participating without using any Provision or the CEO,2-Middle,645,,312,333,4,20,249,40,312,3,17,040885002991,Rincon Vista Middle School,4413,Vail Unified District,57.5,2016,0,0.48372093023255813,0.5162790697674419,0.006201550387596899,0.031007751937984496,0.386046511627907,0.06201550387596899,0.48372093023255813,0.004651162790697674,0.02635658914728682,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Gadsden Elementary District,0403240,Yuma County,04027,2-No,5-Title I schoolwide school,0403,,1-Primary,601,598,311,290,0,0,601,0,0,0,0,040324001213,Rio Colorado Elementary School,4505,Gadsden Elementary District,19.0,2016,0,0.5174708818635607,0.4825291181364393,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9950083194675541,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Santa Cruz Valley Unified District,0407520,Santa Cruz County,04023,2-No,5-Title I schoolwide school,0403,Yes under Provision 2,3-High,1181,1178,643,538,0,7,1126,2,42,1,3,040752001036,Rio Rico High School,4458,Santa Cruz Valley Unified District,19.5,2016,0,0.5444538526672311,0.4555461473327688,0.0,0.0059271803556308214,0.9534292972057579,0.001693480101608806,0.03556308213378493,0.000846740050804403,0.002540220152413209,0.9974597798475868,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Pendergast Elementary District,0406210,Maricopa County,04013,2-No,4-Title I schoolwide eligible school-No program,0403,Yes participating without using any Provision or the CEO,1-Primary,764,422,396,368,8,18,490,99,108,8,33,040621002274,Rio Vista Elementary,4283,Pendergast Elementary District,31.5,2016,0,0.518324607329843,0.4816753926701571,0.010471204188481676,0.02356020942408377,0.6413612565445026,0.12958115183246074,0.14136125654450263,0.010471204188481676,0.04319371727748691,0.5523560209424084,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Amphitheater Unified District,0400680,Pima County,04019,2-No,5-Title I schoolwide school,0402,Yes participating without using any Provision or the CEO,1-Primary,488,5,255,233,15,4,348,21,83,6,11,040068001286,Rio Vista Elementary School,4406,Amphitheater Unified District,41.5,2016,0,0.5225409836065574,0.4774590163934426,0.030737704918032786,0.00819672131147541,0.7131147540983607,0.0430327868852459,0.17008196721311475,0.012295081967213115,0.022540983606557378,0.010245901639344262,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Colorado River Union High School District,0400082,Mohave County,04015,2-No,5-Title I schoolwide school,0404,Yes participating without using any Provision or the CEO,3-High,637,291,312,325,28,4,175,5,402,2,21,040008200006,River Valley High School,4381,Colorado River Union High School District,21.5,2016,0,0.4897959183673469,0.5102040816326531,0.04395604395604396,0.006279434850863423,0.27472527472527475,0.007849293563579277,0.631083202511774,0.0031397174254317113,0.03296703296703297,0.45682888540031397,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sunnyside Unified District,0408170,Pima County,04019,2-No,5-Title I schoolwide school,0403,Yes participating without using any Provision or the CEO,1-Primary,594,3,312,282,9,2,545,6,27,2,3,040817002849,Rivera Elementary,4407,Sunnyside Unified District,24.5,2016,0,0.5252525252525253,0.47474747474747475,0.015151515151515152,0.003367003367003367,0.9175084175084175,0.010101010101010102,0.045454545454545456,0.003367003367003367,0.005050505050505051,0.005050505050505051,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
West Valley Arts and Technology Academy  Inc.,0400786,Maricopa County,04013,1-Yes,5-Title I schoolwide school,0407,Yes participating without using any Provision or the CEO,1-Primary,366,274,196,170,10,10,194,79,61,0,12,040078602885,Riverbend Prep,90036,"West Valley Arts and Technology Academy, Inc.",23.0,2016,1,0.5355191256830601,0.4644808743169399,0.0273224043715847,0.0273224043715847,0.5300546448087432,0.21584699453551912,0.16666666666666666,0.0,0.03278688524590164,0.7486338797814208,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Riverside Elementary District,0407020,Maricopa County,04013,2-No,5-Title I schoolwide school,0407,Yes participating without using any Provision or the CEO,1-Primary,528,464,262,266,12,6,403,71,21,1,14,040702000581,Riverside Traditional School,4257,Riverside Elementary District,25.5,2016,0,0.4962121212121212,0.5037878787878788,0.022727272727272728,0.011363636363636364,0.7632575757575758,0.13446969696969696,0.03977272727272727,0.001893939393939394,0.026515151515151516,0.8787878787878788,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dysart Unified District,0402690,Maricopa County,04013,2-No,5-Title I schoolwide school,0408,Yes participating without using any Provision or the CEO,1-Primary,1025,831,553,472,21,8,633,85,228,6,44,040269002907,Riverview School,4243,Dysart Unified District,18.5,2016,0,0.5395121951219513,0.4604878048780488,0.02048780487804878,0.007804878048780488,0.6175609756097561,0.08292682926829269,0.2224390243902439,0.005853658536585366,0.042926829268292686,0.8107317073170732,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Marana Unified District,0404630,Pima County,04019,2-No,5-Title I schoolwide school,0403,Yes participating without using any Provision or the CEO,1-Primary,426,314,228,198,8,1,145,16,245,2,9,040463001165,Roadrunner Elementary School,4404,Marana Unified District,28.0,2016,0,0.5352112676056338,0.4647887323943662,0.018779342723004695,0.002347417840375587,0.3403755868544601,0.03755868544600939,0.5751173708920188,0.004694835680751174,0.02112676056338028,0.7370892018779343,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Washington Elementary School District,0409060,Maricopa County,04013,2-No,5-Title I schoolwide school,0406,Yes under Community Eligibility Option (CEO),1-Primary,783,783,388,395,19,38,500,44,159,2,21,040906000937,Roadrunner Elementary School,4260,Washington Elementary School District,28.0,2016,0,0.4955300127713921,0.5044699872286079,0.024265644955300127,0.04853128991060025,0.6385696040868455,0.0561941251596424,0.20306513409961685,0.002554278416347382,0.02681992337164751,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Paradise Valley Unified District,0405930,Maricopa County,04013,2-No,4-Title I schoolwide eligible school-No program,0406,Yes participating without using any Provision or the CEO,4-Other,202,78,153,49,1,7,61,18,104,0,11,040593001313,Roadrunner School,4241,Paradise Valley Unified District,9.0,2016,0,0.7574257425742574,0.24257425742574257,0.0049504950495049506,0.034653465346534656,0.30198019801980197,0.0891089108910891,0.5148514851485149,0.0,0.054455445544554455,0.38613861386138615,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Chandler Unified District #80,0401870,Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0405,Yes participating without using any Provision or the CEO,1-Primary,890,117,512,378,10,78,166,42,536,3,55,040187001676,Robert and Danell Tarwater Elementary,4242,Chandler Unified District #80,59.5,2016,0,0.5752808988764045,0.4247191011235955,0.011235955056179775,0.08764044943820225,0.18651685393258427,0.04719101123595506,0.6022471910112359,0.0033707865168539327,0.06179775280898876,0.13146067415730336,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Nogales Unified District,0405530,Santa Cruz County,04023,2-No,5-Title I schoolwide school,0403,Yes under Provision 2,1-Primary,263,260,141,122,0,2,259,0,2,0,0,040553001034,Robert Bracker Elementary,4457,Nogales Unified District,51.0,2016,0,0.5361216730038023,0.46387832699619774,0.0,0.0076045627376425855,0.9847908745247148,0.0,0.0076045627376425855,0.0,0.0,0.9885931558935361,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Flowing Wells Unified District,0403010,Pima County,04019,2-No,5-Title I schoolwide school,0402,Yes participating without using any Provision or the CEO,1-Primary,395,218,199,196,2,5,205,2,181,0,0,040301001033,Robert Richardson Elementary School,4405,Flowing Wells Unified District,53.0,2016,0,0.5037974683544304,0.4962025316455696,0.005063291139240506,0.012658227848101266,0.5189873417721519,0.005063291139240506,0.4582278481012658,0.0,0.0,0.5518987341772152,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Tucson Unified District,0408800,Pima County,04019,2-No,5-Title I schoolwide school,0402,Yes participating without using any Provision or the CEO,1-Primary,618,,334,284,13,24,345,141,67,6,22,040880000872,Roberts Naylor,4403,Tucson Unified District,18.5,2016,0,0.540453074433657,0.459546925566343,0.021035598705501618,0.038834951456310676,0.558252427184466,0.22815533980582525,0.10841423948220065,0.009708737864077669,0.03559870550161812,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Tucson Unified District,0408800,Pima County,04019,2-No,5-Title I schoolwide school,0403,Yes participating without using any Provision or the CEO,1-Primary,574,4,299,275,6,12,419,14,109,1,13,040880000966,Robins Elementary School,4403,Tucson Unified District,44.0,2016,0,0.5209059233449478,0.47909407665505227,0.010452961672473868,0.020905923344947737,0.7299651567944251,0.024390243902439025,0.18989547038327526,0.0017421602787456446,0.02264808362369338,0.006968641114982578,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Tucson Unified District,0408800,Pima County,04019,2-No,5-Title I schoolwide school,0402,Yes participating without using any Provision or the CEO,1-Primary,332,,195,137,2,4,259,23,42,0,2,040880000880,Robison Elementary School,4403,Tucson Unified District,21.0,2016,0,0.5873493975903614,0.4126506024096386,0.006024096385542169,0.012048192771084338,0.7801204819277109,0.06927710843373494,0.12650602409638553,0.0,0.006024096385542169,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Altar Valley Elementary District,0404770,Pima County,04019,2-No,5-Title I schoolwide school,0403,Yes under Community Eligibility Option (CEO),1-Primary,327,132,160,167,33,0,167,3,115,0,9,040477002400,Robles Elementary School,4418,Altar Valley Elementary District,24.0,2016,0,0.4892966360856269,0.5107033639143731,0.10091743119266056,0.0,0.5107033639143731,0.009174311926605505,0.3516819571865443,0.0,0.027522935779816515,0.4036697247706422,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Mesa Unified District,0404970,Maricopa County,04013,2-No,5-Title I schoolwide school,0405,Yes participating without using any Provision or the CEO,1-Primary,662,538,338,324,24,3,425,24,175,2,9,040497001166,Robson Elementary School,4235,Mesa Unified District,34.5,2016,0,0.5105740181268882,0.48942598187311176,0.03625377643504532,0.004531722054380665,0.6419939577039275,0.03625377643504532,0.26435045317220546,0.0030211480362537764,0.013595166163141994,0.8126888217522659,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Laveen Elementary District,0404290,Maricopa County,04013,2-No,5-Title I schoolwide school,0407,Yes participating without using any Provision or the CEO,1-Primary,943,533,471,472,29,32,507,262,81,1,31,040429003336,Rogers Ranch School,4276,Laveen Elementary District,36.5,2016,0,0.49946977730646874,0.5005302226935313,0.030752916224814422,0.033934252386002124,0.5376458112407211,0.27783669141039236,0.08589607635206786,0.0010604453870625664,0.032873806998939555,0.5652173913043478,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Yuma Elementary District,0409600,Yuma County,04027,2-No,5-Title I schoolwide school,0404,Yes participating without using any Provision or the CEO,2-Middle,406,17,206,200,3,8,191,7,194,1,2,040960002427,Ron Watson Middle School,4499,Yuma Elementary District,34.5,2016,0,0.5073891625615764,0.49261083743842365,0.007389162561576354,0.019704433497536946,0.47044334975369456,0.017241379310344827,0.47783251231527096,0.0024630541871921183,0.0049261083743842365,0.04187192118226601,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Crane Elementary District,0402400,Yuma County,04027,2-No,5-Title I schoolwide school,0403,Yes under Provision 2,1-Primary,634,631,314,320,5,2,545,13,63,0,6,040240000036,Ronald Reagan Fundamental School,4501,Crane Elementary District,39.0,2016,0,0.4952681388012618,0.5047318611987381,0.007886435331230283,0.0031545741324921135,0.8596214511041009,0.02050473186119874,0.09936908517350158,0.0,0.00946372239747634,0.9952681388012619,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Mesa Unified District,0404970,Maricopa County,04013,2-No,5-Title I schoolwide school,0409,Yes participating without using any Provision or the CEO,1-Primary,580,518,293,287,57,22,321,51,105,9,15,040497000413,Roosevelt Elementary School,4235,Mesa Unified District,31.0,2016,0,0.5051724137931034,0.49482758620689654,0.09827586206896552,0.03793103448275862,0.553448275862069,0.08793103448275862,0.1810344827586207,0.015517241379310345,0.02586206896551724,0.8931034482758621,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Yuma Elementary District,0409600,Yuma County,04027,2-No,5-Title I schoolwide school,0403,Yes under Provision 2,1-Primary,310,308,137,173,10,0,270,9,18,0,3,040960000995,Roosevelt School,4499,Yuma Elementary District,31.0,2016,0,0.44193548387096776,0.5580645161290323,0.03225806451612903,0.0,0.8709677419354839,0.02903225806451613,0.05806451612903226,0.0,0.00967741935483871,0.9935483870967742,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Tucson Unified District,0408800,Pima County,04019,2-No,5-Title I schoolwide school,0403,Yes participating without using any Provision or the CEO,1-Primary,717,,356,361,61,2,574,19,51,0,10,040880001506,Roskruge Bilingual Magnet Middle School,4403,Tucson Unified District,26.0,2016,0,0.496513249651325,0.5034867503486751,0.08507670850767085,0.002789400278940028,0.800557880055788,0.026499302649930265,0.07112970711297072,0.0,0.01394700139470014,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Red Mesa Unified District,0406870,Apache County,04001,2-No,5-Title I schoolwide school,0401,Yes participating without using any Provision or the CEO,1-Primary,98,,50,48,98,0,0,0,0,0,0,040687000143,Round Rock Elementary School,4159,Red Mesa Unified District,11.5,2016,0,0.5102040816326531,0.4897959183673469,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Round Valley Unified District,0407130,Apache County,04001,2-No,3-Title I schoolwide eligible-Title I targeted assistance program,0401,Yes participating without using any Provision or the CEO,1-Primary,560,,315,245,33,1,133,2,384,0,7,040713001484,Round Valley Elementary School,4155,Round Valley Unified District,47.5,2016,0,0.5625,0.4375,0.05892857142857143,0.0017857142857142857,0.2375,0.0035714285714285713,0.6857142857142857,0.0,0.0125,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Round Valley Unified District,0407130,Apache County,04001,2-No,1-Title I targeted assistance eligible school-No program,0401,Yes participating without using any Provision or the CEO,3-High,375,,179,196,21,3,92,2,254,2,1,040713001044,Round Valley High School,4155,Round Valley Unified District,38.0,2016,0,0.47733333333333333,0.5226666666666666,0.056,0.008,0.24533333333333332,0.005333333333333333,0.6773333333333333,0.005333333333333333,0.0026666666666666666,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Round Valley Unified District,0407130,Apache County,04001,2-No,3-Title I schoolwide eligible-Title I targeted assistance program,0401,Yes participating without using any Provision or the CEO,2-Middle,354,,182,172,7,2,82,1,260,0,2,040713000617,Round Valley Middle School,4155,Round Valley Unified District,39.0,2016,0,0.5141242937853108,0.4858757062146893,0.01977401129943503,0.005649717514124294,0.23163841807909605,0.002824858757062147,0.7344632768361582,0.0,0.005649717514124294,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tempe School District,0408310,Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0409,Yes participating without using any Provision or the CEO,1-Primary,495,217,243,252,22,10,164,41,214,4,40,040831000783,Rover Elementary School,4258,Tempe School District,55.5,2016,0,0.4909090909090909,0.509090909090909,0.044444444444444446,0.020202020202020204,0.33131313131313134,0.08282828282828283,0.43232323232323233,0.00808080808080808,0.08080808080808081,0.4383838383838384,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Washington Elementary School District,0409060,Maricopa County,04013,2-No,5-Title I schoolwide school,0409,Yes under Community Eligibility Option (CEO),2-Middle,730,730,390,340,51,15,461,70,121,2,10,040906000938,Royal Palm Middle School,4260,Washington Elementary School District,24.0,2016,0,0.5342465753424658,0.4657534246575342,0.06986301369863014,0.02054794520547945,0.6315068493150685,0.0958904109589041,0.16575342465753426,0.0027397260273972603,0.0136986301369863,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RSD Charter School  Inc.,0400656,Maricopa County,04013,1-Yes,5-Title I schoolwide school,0406,No,3-High,131,48,74,57,2,0,47,14,66,0,2,040065603223,RSD High School,81033,"RSD Charter School, Inc.",8.0,2016,1,0.5648854961832062,0.4351145038167939,0.015267175572519083,0.0,0.35877862595419846,0.10687022900763359,0.5038167938931297,0.0,0.015267175572519083,0.366412213740458,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Chandler Unified District #80,0401870,Maricopa County,04013,2-No,3-Title I schoolwide eligible-Title I targeted assistance program,0405,Yes participating without using any Provision or the CEO,1-Primary,561,380,282,279,7,23,325,41,149,1,15,040187001675,Rudy G Bologna Elementary,4242,Chandler Unified District #80,32.0,2016,0,0.5026737967914439,0.49732620320855614,0.012477718360071301,0.040998217468805706,0.5793226381461676,0.07308377896613191,0.26559714795008915,0.0017825311942959,0.026737967914438502,0.6773618538324421,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Safford Unified District,0407240,Graham County,04009,2-No,3-Title I schoolwide eligible-Title I targeted assistance program,0401,Yes participating without using any Provision or the CEO,1-Primary,564,303,287,277,3,1,246,9,299,0,6,040724002267,Ruth Powell Elementary School,4218,Safford Unified District,50.0,2016,0,0.5088652482269503,0.49113475177304966,0.005319148936170213,0.0017730496453900709,0.43617021276595747,0.015957446808510637,0.5301418439716312,0.0,0.010638297872340425,0.5372340425531915,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tucson Unified District,0408800,Pima County,04019,2-No,1-Title I targeted assistance eligible school-No program,0402,Yes participating without using any Provision or the CEO,3-High,947,,478,469,6,15,295,26,545,5,55,040880000827,Sabino High School,4403,Tucson Unified District,37.5,2016,0,0.5047518479408659,0.4952481520591341,0.006335797254487857,0.01583949313621964,0.3115100316789863,0.027455121436114043,0.5755015839493136,0.005279831045406547,0.05807814149947202,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Sacaton Elementary District,0407200,Pinal County,04021,2-No,5-Title I schoolwide school,0401,Yes participating without using any Provision or the CEO,1-Primary,319,314,169,150,296,0,18,0,1,0,4,040720000621,Sacaton Elementary,4449,Sacaton Elementary District,25.0,2016,0,0.5297805642633229,0.4702194357366771,0.9278996865203761,0.0,0.05642633228840126,0.0,0.003134796238244514,0.0,0.012539184952978056,0.9843260188087775,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Sacaton Elementary District,0407200,Pinal County,04021,2-No,5-Title I schoolwide school,0401,Yes participating without using any Provision or the CEO,2-Middle,221,,113,108,210,0,6,0,1,0,4,040720001176,Sacaton Middle School,4449,Sacaton Elementary District,9.5,2016,0,0.5113122171945701,0.48868778280542985,0.9502262443438914,0.0,0.027149321266968326,0.0,0.004524886877828055,0.0,0.01809954751131222,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Maricopa Unified School District,0404720,Pinal County,04021,2-No,,0401,Yes participating without using any Provision or the CEO,1-Primary,599,370,329,270,79,15,237,65,173,2,28,040472002922,Saddleback Elementary School,4441,Maricopa Unified School District,35.0,2016,0,0.5492487479131887,0.4507512520868113,0.1318864774624374,0.025041736227045076,0.39565943238731216,0.10851419031719532,0.2888146911519199,0.00333889816360601,0.04674457429048414,0.6176961602671118,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Safford Unified District,0407240,Graham County,04009,2-No,1-Title I targeted assistance eligible school-No program,0401,Yes participating without using any Provision or the CEO,3-High,854,325,437,417,2,3,461,11,373,0,4,040724000624,Safford High School,4218,Safford Unified District,26.5,2016,0,0.5117096018735363,0.4882903981264637,0.00234192037470726,0.00351288056206089,0.5398126463700235,0.01288056206088993,0.43676814988290397,0.0,0.00468384074941452,0.3805620608899297,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Safford Unified District,0407240,Graham County,04009,2-No,3-Title I schoolwide eligible-Title I targeted assistance program,0401,Yes participating without using any Provision or the CEO,2-Middle,426,241,207,219,3,1,215,7,193,0,7,040724001029,Safford Middle School,4218,Safford Unified District,37.0,2016,0,0.4859154929577465,0.5140845070422535,0.007042253521126761,0.002347417840375587,0.5046948356807511,0.01643192488262911,0.45305164319248825,0.0,0.01643192488262911,0.5657276995305164,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Sage Academy  Inc.,0400748,Maricopa County,04013,1-Yes,6-Not a Title I school,0406,Yes under Community Eligibility Option (CEO),1-Primary,158,54,86,72,3,2,28,24,91,0,10,040074802870,Sage Academy,89414,"Sage Academy, Inc.",31.5,2016,1,0.5443037974683544,0.45569620253164556,0.0189873417721519,0.012658227848101266,0.17721518987341772,0.1518987341772152,0.5759493670886076,0.0,0.06329113924050633,0.34177215189873417,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Casa Grande Elementary District,0401710,Pinal County,04021,2-No,5-Title I schoolwide school,0401,Yes under Community Eligibility Option (CEO),1-Primary,503,302,270,233,45,0,347,25,62,0,24,040171000112,Saguaro Elementary School,4446,Casa Grande Elementary District,26.0,2016,0,0.536779324055666,0.46322067594433397,0.08946322067594434,0.0,0.6898608349900597,0.04970178926441352,0.12326043737574553,0.0,0.04771371769383698,0.6003976143141153,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Scottsdale Unified District,0407570,Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0406,Yes participating without using any Provision or the CEO,3-High,1292,279,672,620,38,64,244,49,875,6,16,040757000659,Saguaro High School,4240,Scottsdale Unified District,39.0,2016,0,0.5201238390092879,0.47987616099071206,0.029411764705882353,0.04953560371517028,0.18885448916408668,0.037925696594427245,0.6772445820433437,0.0046439628482972135,0.01238390092879257,0.21594427244582043,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
