Agency Name,Agency ID - NCES Assigned,County Name,County Number,Charter School,Title I School Status,Congressional Code,National School Lunch Program,School Level,Total Students All Grades (Excludes AE),Free and Reduced Lunch Students,Male Students,Female Students,American Indian/Alaska Native Students,Asian or Asian/Pacific Islander Students,Hispanic Students,Black or African American Students,White Students,Nat. Hawaiian or Other Pacific Isl. Students,Two or More Races Students,School ID - NCES Assigned,School Name,District Entity ID,District Name,Average Percent Passing,Year,Charter School Dummy,Male Students Percentage,Female Students Percentage,American Indian/Alaska Native Students Percentage,Asian or Asian/Pacific Islander Students Percentage,Hispanic Students Percentage,Black or African American Students Percentage,White Students Percentage,Nat. Hawaiian or Other Pacific Isl. Students Percentage,Two or More Races Students Percentage,Free and Reduced Lunch Students Percentage,School Level: Primary,School Level: Middle,School Level: High,School Level: Other,Apache County,Cochise County,Coconino County,Gila County,Graham County,Greenlee County,La Paz County,Maricopa County,Mohave County,Navajo County,Pima County,Pinal County,Santa Cruz County,Yavapai County,Yuma County,0403,0401,0406,0407,0404,0402,0405,0409,0408
Gilbert Unified District,0403400,Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0405,Yes participating without using any Provision or the CEO,2-Middle,1071,213,575,496,9,33,181,47,762,4,35,040340002432,South Valley Jr. High,4239,Gilbert Unified District,59.5,2017,0,0.5368814192343604,0.4631185807656396,0.008403361344537815,0.03081232492997199,0.16900093370681607,0.04388422035480859,0.711484593837535,0.003734827264239029,0.032679738562091505,0.19887955182072828,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
South Valley Academy  Inc.,0400846,Maricopa County,04013,1-Yes,6-Not a Title I school,0407,Yes under Provision 2,2-Middle,235,232,125,110,12,5,99,90,20,3,6,040084603245,South Valley Prep and Arts School,90540,"South Valley Academy, Inc.",16.0,2017,1,0.5319148936170213,0.46808510638297873,0.05106382978723404,0.02127659574468085,0.42127659574468085,0.3829787234042553,0.0851063829787234,0.01276595744680851,0.02553191489361702,0.9872340425531915,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Camp Verde Unified District,0401600,Yavapai County,04025,2-No,,0401,Yes participating without using any Provision or the CEO,3-High,35,24,23,12,5,0,9,0,19,1,1,040160003053,South Verde Technology Magnet,4470,Camp Verde Unified District,13.0,2017,0,0.6571428571428571,0.34285714285714286,0.14285714285714285,0.0,0.2571428571428571,0.0,0.5428571428571428,0.02857142857142857,0.02857142857142857,0.6857142857142857,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Southgate Academy  Inc.,0400259,Pima County,04019,1-Yes,5-Title I schoolwide school,0403,Yes under Community Eligibility Option (CEO),4-Other,680,325,367,313,73,1,547,10,37,2,10,040025902080,Southgate Academy,79085,"Southgate Academy, Inc.",6.0,2017,1,0.5397058823529411,0.4602941176470588,0.10735294117647058,0.0014705882352941176,0.8044117647058824,0.014705882352941176,0.054411764705882354,0.0029411764705882353,0.014705882352941176,0.47794117647058826,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Aprender Tucson,0400318,Pima County,04019,1-Yes,6-Not a Title I school,0403,Yes participating without using any Provision or the CEO,4-Other,232,220,122,110,3,1,225,3,0,0,0,040031802203,Southside Community School,79426,Aprender Tucson,28.0,2017,1,0.5258620689655172,0.47413793103448276,0.01293103448275862,0.004310344827586207,0.9698275862068966,0.01293103448275862,0.0,0.0,0.0,0.9482758620689655,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Roosevelt Elementary District,0407080,Maricopa County,04013,2-No,5-Title I schoolwide school,0407,Yes under Provision 2,1-Primary,461,458,240,221,15,1,383,18,39,1,4,040708001325,Southwest Elementary School,4279,Roosevelt Elementary District,27.0,2017,0,0.5206073752711496,0.4793926247288503,0.03253796095444685,0.0021691973969631237,0.8308026030368764,0.039045553145336226,0.08459869848156182,0.0021691973969631237,0.008676789587852495,0.9934924078091106,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gadsden Elementary District,0403240,Yuma County,04027,2-No,6-Not a Title I school,0403,Yes under Provision 2,2-Middle,802,799,426,376,0,0,800,1,1,0,0,040324002388,Southwest Jr. High School,4505,Gadsden Elementary District,27.5,2017,0,0.5311720698254364,0.4688279301745636,0.0,0.0,0.9975062344139651,0.0012468827930174563,0.0012468827930174563,0.0,0.0,0.9962593516209476,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Maricopa County Regional District,0403860,Maricopa County,04013,2-No,6-Not a Title I school,0407,No,4-Other,345,342,270,75,0,0,345,0,0,0,0,040386003209,Southwest Key Transitional Learning Center,4234,Maricopa County Regional District,,2017,0,0.782608695652174,0.21739130434782608,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.991304347826087,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Southwest Leadership Academy,0400880,Maricopa County,04013,1-Yes,3-Title I schoolwide eligible-Title I targeted assistance program,0407,Yes participating without using any Provision or the CEO,3-High,317,117,188,129,4,0,264,28,16,1,4,040088003398,Southwest Leadership Academy,92043,Southwest Leadership Academy,,2017,1,0.5930599369085173,0.4069400630914827,0.012618296529968454,0.0,0.832807570977918,0.08832807570977919,0.050473186119873815,0.0031545741324921135,0.012618296529968454,0.36908517350157727,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Arizona State School for the Deaf and Blind,0400463,Yuma County,04027,2-No,6-Not a Title I school,0403,No,4-Other,50,,27,23,0,0,44,0,5,0,1,040046302924,SOUTHWEST REGION,6393,Arizona State School for the Deaf and Blind,,2017,0,0.54,0.46,0.0,0.0,0.88,0.0,0.1,0.0,0.02,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Gilbert Unified District,0403400,Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0405,Yes participating without using any Provision or the CEO,1-Primary,649,153,341,308,7,34,134,30,401,0,43,040340003146,Spectrum Elementary,4239,Gilbert Unified District,58.0,2017,0,0.5254237288135594,0.4745762711864407,0.01078582434514638,0.05238828967642527,0.20647149460708783,0.046224961479198766,0.6178736517719569,0.0,0.0662557781201849,0.2357473035439137,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
St David Unified District,0408020,Cochise County,04003,2-No,6-Not a Title I school,0402,Yes participating without using any Provision or the CEO,1-Primary,255,122,134,121,1,1,26,1,223,0,3,040802000700,St David Elementary School,4173,St David Unified District,48.5,2017,0,0.5254901960784314,0.4745098039215686,0.00392156862745098,0.00392156862745098,0.10196078431372549,0.00392156862745098,0.8745098039215686,0.0,0.011764705882352941,0.47843137254901963,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
St David Unified District,0408020,Cochise County,04003,2-No,6-Not a Title I school,0402,Yes participating without using any Provision or the CEO,3-High,124,53,64,60,2,2,9,0,108,0,3,040802000701,St David High School,4173,St David Unified District,44.0,2017,0,0.5161290322580645,0.4838709677419355,0.016129032258064516,0.016129032258064516,0.07258064516129033,0.0,0.8709677419354839,0.0,0.024193548387096774,0.4274193548387097,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
St Johns Unified District,0408080,Apache County,04001,2-No,6-Not a Title I school,0401,Yes participating without using any Provision or the CEO,3-High,284,,132,152,23,0,58,0,195,0,8,040808001049,St Johns High School,4153,St Johns Unified District,42.0,2017,0,0.4647887323943662,0.5352112676056338,0.08098591549295775,0.0,0.20422535211267606,0.0,0.6866197183098591,0.0,0.028169014084507043,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
St Johns Unified District,0408080,Apache County,04001,2-No,6-Not a Title I school,0401,Yes participating without using any Provision or the CEO,1-Primary,297,,147,150,38,3,69,3,179,3,2,040808001105,St Johns Middle School,4153,St Johns Unified District,57.0,2017,0,0.494949494949495,0.5050505050505051,0.12794612794612795,0.010101010101010102,0.23232323232323232,0.010101010101010102,0.6026936026936027,0.010101010101010102,0.006734006734006734,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
St Johns Unified District,0408080,Apache County,04001,2-No,6-Not a Title I school,0401,No,3-High,22,,11,11,2,0,5,0,15,0,0,040808002871,St. Johns Learning Center,4153,St Johns Unified District,8.0,2017,0,0.5,0.5,0.09090909090909091,0.0,0.22727272727272727,0.0,0.6818181818181818,0.0,0.0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Stanfield Elementary District,0408130,Pinal County,04021,2-No,5-Title I schoolwide school,0401,Yes under Community Eligibility Option (CEO),1-Primary,497,514,261,236,92,3,331,7,58,3,3,040813000705,Stanfield Elementary School,4451,Stanfield Elementary District,12.5,2017,0,0.5251509054325956,0.47484909456740443,0.1851106639839034,0.006036217303822937,0.6659959758551308,0.014084507042253521,0.11670020120724346,0.006036217303822937,0.006036217303822937,1.0342052313883299,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Mesa Unified District,0404970,Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0405,Yes participating without using any Provision or the CEO,4-Other,983,276,476,507,66,25,156,11,708,2,15,040497000580,Stapley Junior High School,4235,Mesa Unified District,57.5,2017,0,0.4842319430315361,0.5157680569684638,0.0671414038657172,0.0254323499491353,0.15869786368260427,0.011190233977619531,0.7202441505595117,0.002034587995930824,0.015259409969481181,0.2807731434384537,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sunnyside Unified District,0408170,Pima County,04019,2-No,5-Title I schoolwide school,0403,Yes participating without using any Provision or the CEO,4-Other,256,211,150,106,16,0,228,3,9,0,0,040817000153,STAR Academic High School,4407,Sunnyside Unified District,2.0,2017,0,0.5859375,0.4140625,0.0625,0.0,0.890625,0.01171875,0.03515625,0.0,0.0,0.82421875,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Painted Desert Demonstration Projects  Inc.,0400213,Coconino County,04005,1-Yes,5-Title I schoolwide school,0401,Yes participating without using any Provision or the CEO,1-Primary,114,56,51,63,98,0,6,0,2,0,8,040021302100,STAR Charter School,79086,"Painted Desert Demonstration Projects, Inc.",25.5,2017,1,0.4473684210526316,0.5526315789473685,0.8596491228070176,0.0,0.05263157894736842,0.0,0.017543859649122806,0.0,0.07017543859649122,0.49122807017543857,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Lake Havasu Unified District,0404280,Mohave County,04015,2-No,1-Title I targeted assistance eligible school-No program,0404,Yes participating without using any Provision or the CEO,1-Primary,615,225,328,287,4,11,82,4,501,9,4,040428000340,Starline Elementary School,4368,Lake Havasu Unified District,62.5,2017,0,0.5333333333333333,0.4666666666666667,0.0065040650406504065,0.01788617886178862,0.13333333333333333,0.0065040650406504065,0.8146341463414634,0.014634146341463415,0.0065040650406504065,0.36585365853658536,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
STEP UP Schools  Inc.,0400040,Maricopa County,04013,1-Yes,6-Not a Title I school,0409,Yes under Community Eligibility Option (CEO),1-Primary,92,92,50,42,3,0,70,10,9,0,0,040004003343,STEP UP SCHOOL,4313,"STEP UP Schools, Inc.",11.5,2017,1,0.5434782608695652,0.45652173913043476,0.03260869565217391,0.0,0.7608695652173914,0.10869565217391304,0.09782608695652174,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Stepping Stones Academy,0400187,Maricopa County,04013,1-Yes,6-Not a Title I school,0408,No,1-Primary,207,,106,101,0,0,30,5,170,0,2,040018701906,Stepping Stones Academy,10966,Stepping Stones Academy,57.5,2017,1,0.5120772946859904,0.48792270531400966,0.0,0.0,0.14492753623188406,0.024154589371980676,0.821256038647343,0.0,0.00966183574879227,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Buckeye Elementary District,0401380,Maricopa County,04013,2-No,5-Title I schoolwide school,0403,Yes under Community Eligibility Option (CEO),1-Primary,962,294,501,461,11,6,588,83,250,3,21,040138002836,Steven R. Jasinski Elementary School,4269,Buckeye Elementary District,22.5,2017,0,0.5207900207900208,0.4792099792099792,0.011434511434511435,0.006237006237006237,0.6112266112266113,0.08627858627858628,0.2598752598752599,0.0031185031185031187,0.02182952182952183,0.30561330561330563,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Douglas Unified District,0402530,Cochise County,04003,2-No,6-Not a Title I school,0402,Yes participating without using any Provision or the CEO,1-Primary,463,166,245,218,0,1,451,0,9,0,2,040253000193,Stevenson Elementary School,4174,Douglas Unified District,32.75,2017,0,0.5291576673866091,0.4708423326133909,0.0,0.0021598272138228943,0.9740820734341252,0.0,0.019438444924406047,0.0,0.004319654427645789,0.35853131749460043,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Mesa Unified District,0404970,Maricopa County,04013,2-No,5-Title I schoolwide school,0405,Yes participating without using any Provision or the CEO,1-Primary,721,651,369,352,16,1,362,50,264,14,14,040497000415,Stevenson Elementary School,4235,Mesa Unified District,32.75,2017,0,0.5117891816920943,0.4882108183079057,0.022191400832177532,0.0013869625520110957,0.5020804438280166,0.06934812760055478,0.36615811373092927,0.019417475728155338,0.019417475728155338,0.9029126213592233,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GAR  LLC dba Student Choice High School,0400273,Maricopa County,04013,1-Yes,6-Not a Title I school,0408,No,3-High,96,,56,40,2,0,18,3,68,0,5,040027303184,Student Choice High School,78997,"GAR, LLC dba Student Choice High School",12.25,2017,1,0.5833333333333334,0.4166666666666667,0.020833333333333332,0.0,0.1875,0.03125,0.7083333333333334,0.0,0.052083333333333336,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GAR  LLC dba Student Choice High School,0400273,Maricopa County,04013,1-Yes,6-Not a Title I school,0408,No,3-High,96,,56,40,2,0,18,3,68,0,5,040027302013,Student Choice High School,78997,"GAR, LLC dba Student Choice High School",12.25,2017,1,0.5833333333333334,0.4166666666666667,0.020833333333333332,0.0,0.1875,0.03125,0.7083333333333334,0.0,0.052083333333333336,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Flagstaff Unified District,0402860,Coconino County,04005,2-No,5-Title I schoolwide school,0401,Yes participating without using any Provision or the CEO,1-Primary,596,309,299,297,114,2,124,4,331,2,19,040286001364,Sturgeon Cromer Elementary School,4192,Flagstaff Unified District,43.5,2017,0,0.5016778523489933,0.4983221476510067,0.1912751677852349,0.003355704697986577,0.2080536912751678,0.006711409395973154,0.5553691275167785,0.003355704697986577,0.031879194630872486,0.5184563758389261,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mesa Unified District,0404970,Maricopa County,04013,2-No,5-Title I schoolwide school,0409,Yes participating without using any Provision or the CEO,1-Primary,1120,596,601,519,29,41,379,78,537,16,40,040497003229,Summit Academy,4235,Mesa Unified District,60.5,2017,0,0.5366071428571428,0.46339285714285716,0.025892857142857145,0.03660714285714286,0.33839285714285716,0.06964285714285715,0.47946428571428573,0.014285714285714285,0.03571428571428571,0.5321428571428571,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Flagstaff Unified District,0402860,Coconino County,04005,2-No,4-Title I schoolwide eligible school-No program,0401,Yes participating without using any Provision or the CEO,3-High,121,101,70,51,53,0,41,1,20,0,6,040286001158,Summit High School,4192,Flagstaff Unified District,5.5,2017,0,0.5785123966942148,0.4214876033057851,0.4380165289256198,0.0,0.33884297520661155,0.008264462809917356,0.1652892561983471,0.0,0.049586776859504134,0.8347107438016529,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Florence Unified School District,0402920,Pinal County,04021,2-No,1-Title I targeted assistance eligible school-No program,0404,No,4-Other,46,36,41,5,1,0,9,7,28,0,1,040292002987,Summit School,4437,Florence Unified School District,3.0,2017,0,0.8913043478260869,0.10869565217391304,0.021739130434782608,0.0,0.1956521739130435,0.15217391304347827,0.6086956521739131,0.0,0.021739130434782608,0.782608695652174,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Sunnyside Unified District,0408170,Pima County,04019,2-No,5-Title I schoolwide school,0403,Yes participating without using any Provision or the CEO,1-Primary,509,475,256,253,3,1,473,2,29,0,1,040817001612,Summit View Elementary,4407,Sunnyside Unified District,27.5,2017,0,0.5029469548133595,0.49705304518664045,0.005893909626719057,0.0019646365422396855,0.9292730844793713,0.003929273084479371,0.05697445972495088,0.0,0.0019646365422396855,0.9332023575638507,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Fowler Elementary District,0403060,Maricopa County,04013,2-No,6-Not a Title I school,0407,Yes participating without using any Provision or the CEO,1-Primary,648,242,324,324,8,3,488,71,52,5,21,040306002355,Sun Canyon School,4273,Fowler Elementary District,36.0,2017,0,0.5,0.5,0.012345679012345678,0.004629629629629629,0.7530864197530864,0.1095679012345679,0.08024691358024691,0.007716049382716049,0.032407407407407406,0.3734567901234568,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Peoria Unified School District,0406250,Maricopa County,04013,2-No,5-Title I schoolwide school,0408,Yes participating without using any Provision or the CEO,1-Primary,964,659,474,490,18,8,481,77,348,1,31,040625001425,Sun Valley Elementary School,4237,Peoria Unified School District,40.0,2017,0,0.491701244813278,0.508298755186722,0.01867219917012448,0.008298755186721992,0.49896265560165975,0.07987551867219916,0.36099585062240663,0.001037344398340249,0.032157676348547715,0.6836099585062241,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Washington Elementary School District,0409060,Maricopa County,04013,2-No,5-Title I schoolwide school,0408,Yes under Community Eligibility Option (CEO),1-Primary,636,636,309,327,16,9,210,37,338,0,26,040906000942,Sunburst School,4260,Washington Elementary School District,45.0,2017,0,0.4858490566037736,0.5141509433962265,0.025157232704402517,0.014150943396226415,0.330188679245283,0.05817610062893082,0.5314465408805031,0.0,0.040880503144654086,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Buckeye Elementary District,0401380,Maricopa County,04013,2-No,5-Title I schoolwide school,0403,Yes under Community Eligibility Option (CEO),1-Primary,754,224,387,367,9,9,433,65,210,0,28,040138002490,Sundance Elementary,4269,Buckeye Elementary District,34.0,2017,0,0.513262599469496,0.48673740053050396,0.011936339522546418,0.011936339522546418,0.5742705570291777,0.08620689655172414,0.27851458885941643,0.0,0.03713527851458886,0.29708222811671087,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Peoria Unified School District,0406250,Maricopa County,04013,2-No,5-Title I schoolwide school,0408,Yes participating without using any Provision or the CEO,1-Primary,649,441,347,302,6,11,299,16,289,0,28,040625001137,Sundance Elementary School,4237,Peoria Unified School District,34.5,2017,0,0.5346687211093991,0.46533127889060094,0.009244992295839754,0.01694915254237288,0.46070878274268107,0.02465331278890601,0.4453004622496148,0.0,0.04314329738058552,0.6795069337442219,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Peoria Unified School District,0406250,Maricopa County,04013,2-No,,0408,Yes participating without using any Provision or the CEO,4-Other,39,19,20,19,0,2,16,5,13,1,2,040625003447,Sunflower School,4237,Peoria Unified School District,,2017,0,0.5128205128205128,0.48717948717948717,0.0,0.05128205128205128,0.41025641025641024,0.1282051282051282,0.3333333333333333,0.02564102564102564,0.05128205128205128,0.48717948717948717,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Roosevelt Elementary District,0407080,Maricopa County,04013,2-No,5-Title I schoolwide school,0407,Yes under Provision 2,1-Primary,661,658,347,314,6,0,604,34,11,1,5,040708000609,Sunland Elementary School,4279,Roosevelt Elementary District,33.0,2017,0,0.5249621785173979,0.4750378214826021,0.009077155824508321,0.0,0.913767019667171,0.05143721633888049,0.01664145234493192,0.0015128593040847202,0.007564296520423601,0.9954614220877458,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Sunnyside Unified District,0408170,Pima County,04019,2-No,5-Title I schoolwide school,0403,Yes participating without using any Provision or the CEO,3-High,2163,1660,1094,1069,46,3,2021,24,61,1,7,040817000743,Sunnyside High School,4407,Sunnyside Unified District,17.5,2017,0,0.5057790106333796,0.49422098936662046,0.0212667591308368,0.0013869625520110957,0.9343504392048081,0.011095700416088766,0.02820157189089228,0.0004623208506703652,0.003236245954692557,0.7674526121128062,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Sunnyside Unified District,0408170,Pima County,04019,2-No,1-Title I targeted assistance eligible school-No program,0403,No,4-Other,17,8,9,8,0,0,16,0,1,0,0,040817003316,Sunnyside Online Success Academy,4407,Sunnyside Unified District,18.0,2017,0,0.5294117647058824,0.47058823529411764,0.0,0.0,0.9411764705882353,0.0,0.058823529411764705,0.0,0.0,0.47058823529411764,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Washington Elementary School District,0409060,Maricopa County,04013,2-No,5-Title I schoolwide school,0409,Yes under Community Eligibility Option (CEO),1-Primary,817,817,419,398,22,4,643,52,76,1,19,040906000944,Sunnyslope Elementary School,4260,Washington Elementary School District,25.0,2017,0,0.5128518971848225,0.48714810281517745,0.02692778457772338,0.004895960832313341,0.7870257037943696,0.06364749082007344,0.09302325581395349,0.0012239902080783353,0.023255813953488372,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Glendale Union High School District,0403450,Maricopa County,04013,2-No,6-Not a Title I school,0409,Yes participating without using any Provision or the CEO,3-High,2029,,1028,1001,44,31,992,96,834,3,29,040345000281,Sunnyslope High School,4285,Glendale Union High School District,49.5,2017,0,0.5066535239034007,0.4933464760965993,0.02168555938886151,0.015278462296697881,0.4889107934943322,0.04731394775751602,0.4110399211434204,0.0014785608674223755,0.01429275505174963,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Fowler Elementary District,0403060,Maricopa County,04013,2-No,6-Not a Title I school,0407,Yes participating without using any Provision or the CEO,1-Primary,548,234,296,252,6,1,473,45,17,0,6,040306001159,Sunridge Elementary School,4273,Fowler Elementary District,22.0,2017,0,0.5401459854014599,0.45985401459854014,0.010948905109489052,0.0018248175182481751,0.8631386861313869,0.08211678832116788,0.03102189781021898,0.0,0.010948905109489052,0.42700729927007297,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Catalina Foothills Unified District,0401760,Pima County,04019,2-No,2-Title I targeted assistance school,0402,Yes participating without using any Provision or the CEO,1-Primary,576,78,310,266,5,57,125,9,346,0,34,040176000117,Sunrise Drive Elementary School,4410,Catalina Foothills Unified District,72.0,2017,0,0.5381944444444444,0.4618055555555556,0.008680555555555556,0.09895833333333333,0.2170138888888889,0.015625,0.6006944444444444,0.0,0.059027777777777776,0.13541666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Bullhead City School District,0401500,Mohave County,04015,2-No,5-Title I schoolwide school,0404,Yes under Community Eligibility Option (CEO),1-Primary,369,365,194,175,1,3,119,8,228,0,10,040150002184,Sunrise Elementary,4378,Bullhead City School District,32.0,2017,0,0.5257452574525745,0.4742547425474255,0.0027100271002710027,0.008130081300813009,0.3224932249322493,0.02168021680216802,0.6178861788617886,0.0,0.02710027100271003,0.989159891598916,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Yuma Elementary District,0409600,Yuma County,04027,2-No,5-Title I schoolwide school,0404,Yes participating without using any Provision or the CEO,1-Primary,553,303,282,271,1,6,287,11,241,5,2,040960002567,Sunrise Elementary School,4499,Yuma Elementary District,49.75,2017,0,0.5099457504520796,0.49005424954792043,0.0018083182640144665,0.0108499095840868,0.5189873417721519,0.019891500904159132,0.4358047016274864,0.009041591320072333,0.003616636528028933,0.5479204339963833,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Deer Valley Unified District,0407750,Maricopa County,04013,2-No,5-Title I schoolwide school,0406,Yes participating without using any Provision or the CEO,1-Primary,565,417,293,272,16,5,215,54,248,0,27,040775001048,Sunrise Elementary School,4246,Deer Valley Unified District,49.75,2017,0,0.5185840707964602,0.4814159292035398,0.02831858407079646,0.008849557522123894,0.3805309734513274,0.09557522123893805,0.4389380530973451,0.0,0.047787610619469026,0.7380530973451327,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Paradise Valley Unified District,0405930,Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0406,Yes participating without using any Provision or the CEO,2-Middle,469,159,240,229,6,23,117,17,285,0,21,040593001136,Sunrise Middle School,4241,Paradise Valley Unified District,45.0,2017,0,0.511727078891258,0.488272921108742,0.01279317697228145,0.04904051172707889,0.24946695095948826,0.03624733475479744,0.6076759061833689,0.0,0.04477611940298507,0.3390191897654584,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Peoria Unified School District,0406250,Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0408,Yes participating without using any Provision or the CEO,3-High,1803,261,936,867,2,46,295,51,1348,7,54,040625000589,Sunrise Mountain High School,4237,Peoria Unified School District,49.0,2017,0,0.519134775374376,0.480865224625624,0.0011092623405435386,0.025513033832501388,0.16361619523017193,0.028286189683860232,0.747642817526345,0.003882418191902385,0.029950083194675542,0.1447587354409318,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
