County Name,County Number,Charter School,Title I School Status,Congressional Code,National School Lunch Program,Agency Name,Agency ID - NCES Assigned,Total Students All Grades (Excludes AE),School Level,Free and Reduced Lunch Students,Male Students,Female Students,American Indian/Alaska Native Students,Asian or Asian/Pacific Islander Students,Hispanic Students,Black or African American Students,White Students,Nat. Hawaiian or Other Pacific Isl. Students,Two or More Races Students,School ID - NCES Assigned,District Entity ID,School Name,District Name,Average Percent Passing,Year,Charter School Dummy,Male Students Percentage,Female Students Percentage,American Indian/Alaska Native Students Percentage,Asian or Asian/Pacific Islander Students Percentage,Hispanic Students Percentage,Black or African American Students Percentage,White Students Percentage,Nat. Hawaiian or Other Pacific Isl. Students Percentage,Two or More Races Students Percentage,Free and Reduced Lunch Students Percentage,School Level: Primary,School Level: Middle,School Level: High,School Level: Other,Apache County,Cochise County,Coconino County,Gila County,Graham County,Greenlee County,La Paz County,Maricopa County,Mohave County,Navajo County,Pima County,Pinal County,Santa Cruz County,Yavapai County,Yuma County,0403,0401,0406,0407,0404,0402,0405,0409,0408
Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0408,Yes participating without using any Provision or the CEO,Dysart Unified District (4243),0402690,1071,Elementary,395,553,518,9,5,326,68,586,1,76,040269002481,4243,Sunset Hills Elementary,Dysart Unified District,53.0,2019,0,0.5163398692810458,0.48366013071895425,0.008403361344537815,0.004668534080298786,0.30438842203548083,0.06349206349206349,0.5471521942110178,0.0009337068160597573,0.07096171802054155,0.36881419234360413,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Maricopa County,04013,2-No,5-Title I schoolwide school,0407,Yes participating without using any Provision or the CEO,Pendergast Elementary District (4283),0406210,626,Elementary,375,318,308,8,27,450,50,60,6,25,040621002385,4283,Sunset Ridge Elementary School,Pendergast Elementary District,40.0,2019,0,0.5079872204472844,0.49201277955271566,0.012779552715654952,0.04313099041533546,0.7188498402555911,0.07987220447284345,0.09584664536741214,0.009584664536741214,0.039936102236421724,0.5990415335463258,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0408,Yes participating without using any Provision or the CEO,Deer Valley Unified District (4246),0407750,801,Elementary,120,418,383,4,10,119,15,617,6,30,040775003099,4246,Sunset Ridge School,Deer Valley Unified District,62.5,2019,0,0.5218476903870163,0.4781523096129838,0.004993757802746567,0.012484394506866416,0.14856429463171036,0.018726591760299626,0.7702871410736579,0.00749063670411985,0.03745318352059925,0.149812734082397,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Maricopa County,04013,2-No,5-Title I schoolwide school,0407,Yes under Provision 2,Cartwright Elementary District (4282),0401680,689,Elementary,599,356,333,18,1,608,32,26,0,4,040168000105,4282,Sunset School,Cartwright Elementary District,51.25,2019,0,0.5166908563134979,0.4833091436865022,0.026124818577648767,0.001451378809869376,0.8824383164005806,0.04644412191582003,0.03773584905660377,0.0,0.005805515239477504,0.8693759071117562,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Maricopa County,04013,2-No,5-Title I schoolwide school,0408,Yes under Community Eligibility Option (CEO),Washington Elementary School District (4260),0409060,589,Elementary,471,308,281,8,17,332,29,174,3,26,040906000945,4260,Sunset School,Washington Elementary School District,51.25,2019,0,0.5229202037351444,0.4770797962648557,0.013582342954159592,0.028862478777589132,0.5636672325976231,0.04923599320882852,0.29541595925297115,0.0050933786078098476,0.044142614601018676,0.799660441426146,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Maricopa County,04013,2-No,5-Title I schoolwide school,0407,Yes under Community Eligibility Option (CEO),Glendale Elementary District (4271),0403420,905,Elementary,796,469,436,30,35,622,100,92,3,23,040342002493,4271,Sunset Vista,Glendale Elementary District,33.0,2019,0,0.518232044198895,0.481767955801105,0.03314917127071823,0.03867403314917127,0.687292817679558,0.11049723756906077,0.10165745856353592,0.0033149171270718232,0.02541436464088398,0.8795580110497238,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Pinal County,04021,2-No,5-Title I schoolwide school,0401,Yes under Community Eligibility Option (CEO),Superior Unified School District (4440),0408230,177,High,149,91,86,2,1,146,4,23,0,1,040823000760,4440,Superior Junior/Senior High School,Superior Unified School District,15.0,2019,0,0.5141242937853108,0.4858757062146893,0.011299435028248588,0.005649717514124294,0.8248587570621468,0.022598870056497175,0.12994350282485875,0.0,0.005649717514124294,0.8418079096045198,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Maricopa County,04013,2-No,2-Title I targeted assistance school,0405,Yes participating without using any Provision or the CEO,Gilbert Unified District (4239),0403400,720,Elementary,215,364,356,8,12,199,14,441,6,40,040340000602,4239,Superstition Springs Elementary,Gilbert Unified District,58.0,2019,0,0.5055555555555555,0.49444444444444446,0.011111111111111112,0.016666666666666666,0.2763888888888889,0.019444444444444445,0.6125,0.008333333333333333,0.05555555555555555,0.2986111111111111,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Maricopa County,04013,2-No,5-Title I schoolwide school,0408,Yes participating without using any Provision or the CEO,Dysart Unified District (4243),0402690,874,Elementary,655,460,414,4,8,531,64,216,6,45,040269000201,4243,Surprise Elementary School,Dysart Unified District,37.5,2019,0,0.5263157894736842,0.47368421052631576,0.004576659038901602,0.009153318077803204,0.6075514874141876,0.07322654462242563,0.2471395881006865,0.006864988558352402,0.05148741418764302,0.7494279176201373,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Maricopa County,04013,2-No,,0406,Yes participating without using any Provision or the CEO,Paradise Valley Unified District (4241),0405930,157,High,71,97,60,4,0,74,10,66,1,2,040593003431,4241,Sweetwater Community School,Paradise Valley Unified District,7.0,2019,0,0.6178343949044586,0.3821656050955414,0.025477707006369428,0.0,0.4713375796178344,0.06369426751592357,0.42038216560509556,0.006369426751592357,0.012738853503184714,0.45222929936305734,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Maricopa County,04013,2-No,5-Title I schoolwide school,0408,Yes under Community Eligibility Option (CEO),Washington Elementary School District (4260),0409060,529,Elementary,348,261,268,15,13,204,27,230,3,37,040906001117,4260,Sweetwater School,Washington Elementary School District,45.0,2019,0,0.4933837429111531,0.5066162570888468,0.02835538752362949,0.024574669187145556,0.3856332703213611,0.05103969754253308,0.43478260869565216,0.005671077504725898,0.06994328922495274,0.6578449905482041,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Pima County,04019,2-No,1-Title I targeted assistance eligible school-No program,0402,Yes participating without using any Provision or the CEO,Vail Unified District (4413),0408850,639,Elementary,152,318,321,0,1,191,20,386,0,41,040885003083,4413,Sycamore Elementary School,Vail Unified District,71.5,2019,0,0.49765258215962443,0.5023474178403756,0.0,0.001564945226917058,0.29890453834115804,0.03129890453834116,0.6040688575899843,0.0,0.06416275430359937,0.2378716744913928,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Maricopa County,04013,1-Yes,5-Title I schoolwide school,0407,Yes under Community Eligibility Option (CEO),Synergy Public School Inc. (92981),0400964,405,Elementary,388,211,194,5,2,314,42,31,0,11,040096403553,92981,Synergy Public School,"Synergy Public School, Inc.",30.5,2019,1,0.5209876543209877,0.47901234567901235,0.012345679012345678,0.0049382716049382715,0.7753086419753087,0.1037037037037037,0.07654320987654321,0.0,0.027160493827160494,0.9580246913580247,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Maricopa County,04013,2-No,5-Title I schoolwide school,0407,Yes under Community Eligibility Option (CEO),Roosevelt Elementary District (4279),0407080,467,Elementary,428,247,220,18,3,359,63,11,0,13,040708000582,4279,T G Barr School,Roosevelt Elementary District,16.0,2019,0,0.5289079229122056,0.47109207708779444,0.03854389721627409,0.006423982869379015,0.7687366167023555,0.1349036402569593,0.023554603854389723,0.0,0.027837259100642397,0.9164882226980728,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0405,Yes participating without using any Provision or the CEO,Chandler Unified District #80 (4242),0401870,774,Elementary,254,395,379,11,46,293,44,334,2,44,040187002379,4242,T. Dale Hancock Elementary School,Chandler Unified District #80,55.5,2019,0,0.5103359173126615,0.4896640826873385,0.014211886304909561,0.059431524547803614,0.3785529715762274,0.056847545219638244,0.4315245478036176,0.002583979328165375,0.056847545219638244,0.3281653746770026,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Maricopa County,04013,2-No,5-Title I schoolwide school,0405,Yes participating without using any Provision or the CEO,Mesa Unified District (4235),0404970,458,Elementary,320,237,221,3,1,238,5,195,7,9,040497000416,4235,Taft Elementary School,Mesa Unified District,50.0,2019,0,0.517467248908297,0.48253275109170307,0.006550218340611353,0.002183406113537118,0.519650655021834,0.010917030567685589,0.425764192139738,0.015283842794759825,0.019650655021834062,0.6986899563318777,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Pima County,04019,2-No,,0402,Yes participating without using any Provision or the CEO,Tanque Verde Unified District (4408),0408280,648,Elementary,96,306,342,10,4,139,5,464,2,24,040828000761,4408,Tanque Verde Elementary School,Tanque Verde Unified District,64.0,2019,0,0.4722222222222222,0.5277777777777778,0.015432098765432098,0.006172839506172839,0.21450617283950618,0.007716049382716049,0.7160493827160493,0.0030864197530864196,0.037037037037037035,0.14814814814814814,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Pima County,04019,2-No,1-Title I targeted assistance eligible school-No program,0402,Yes participating without using any Provision or the CEO,Tanque Verde Unified District (4408),0408280,557,High,60,282,275,3,7,99,8,425,2,13,040828002550,4408,Tanque Verde High School,Tanque Verde Unified District,55.0,2019,0,0.5062836624775583,0.49371633752244165,0.005385996409335727,0.012567324955116697,0.17773788150807898,0.01436265709156194,0.7630161579892281,0.003590664272890485,0.02333931777378815,0.10771992818671454,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Maricopa County,04013,2-No,5-Title I schoolwide school,0404,Yes participating without using any Provision or the CEO,Saddle Mountain Unified School District (4254),0407170,662,Elementary,304,325,337,9,6,242,47,321,6,31,040717002812,4254,Tartesso Elementary School,Saddle Mountain Unified School District,46.0,2019,0,0.4909365558912387,0.5090634441087614,0.013595166163141994,0.00906344410876133,0.36555891238670696,0.07099697885196375,0.48489425981873113,0.00906344410876133,0.04682779456193353,0.459214501510574,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Maricopa County,04013,2-No,5-Title I schoolwide school,0409,Yes participating without using any Provision or the CEO,Scottsdale Unified District (4240),0407570,663,Elementary,443,317,346,31,9,386,70,151,4,12,040757000662,4240,Tavan Elementary School,Scottsdale Unified District,53.0,2019,0,0.4781297134238311,0.521870286576169,0.04675716440422323,0.013574660633484163,0.5822021116138764,0.10558069381598793,0.2277526395173454,0.006033182503770739,0.01809954751131222,0.6681749622926093,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Navajo County,04017,2-No,5-Title I schoolwide school,0401,Yes participating without using any Provision or the CEO,Snowflake Unified District (4391),0407820,295,Elementary,167,163,132,8,0,45,2,226,1,13,040782000696,4391,Taylor Elementary School,Snowflake Unified District,52.5,2019,0,0.5525423728813559,0.44745762711864406,0.02711864406779661,0.0,0.15254237288135594,0.006779661016949152,0.7661016949152543,0.003389830508474576,0.04406779661016949,0.5661016949152542,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Yavapai County,04025,2-No,5-Title I schoolwide school,0404,Yes participating without using any Provision or the CEO,Prescott Unified District (4466),0406730,414,Elementary,144,204,210,8,5,83,4,289,1,24,040673000570,4466,Taylor Hicks School,Prescott Unified District,54.5,2019,0,0.4927536231884058,0.5072463768115942,0.01932367149758454,0.012077294685990338,0.20048309178743962,0.00966183574879227,0.6980676328502415,0.0024154589371980675,0.057971014492753624,0.34782608695652173,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Navajo County,04017,2-No,5-Title I schoolwide school,0401,Yes participating without using any Provision or the CEO,Snowflake Unified District (4391),0407820,220,Middle,113,121,99,11,0,38,0,161,1,9,040782000331,4391,Taylor Intermediate School,Snowflake Unified District,62.0,2019,0,0.55,0.45,0.05,0.0,0.17272727272727273,0.0,0.7318181818181818,0.004545454545454545,0.04090909090909091,0.5136363636363637,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Maricopa County,04013,2-No,5-Title I schoolwide school,0405,Yes participating without using any Provision or the CEO,Mesa Unified District (4235),0404970,1103,Middle,705,566,537,30,15,624,44,346,14,30,040497001234,4235,Taylor Junior High School,Mesa Unified District,38.5,2019,0,0.5131459655485041,0.48685403445149594,0.027198549410698096,0.013599274705349048,0.5657298277425205,0.03989120580235721,0.31368993653671806,0.012692656391659111,0.027198549410698096,0.6391659111514053,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Pima County,04019,2-No,5-Title I schoolwide school,0402,Yes participating without using any Provision or the CEO,Tucson Unified District (4403),0408800,54,High,46,8,46,3,0,36,3,11,0,1,040880001509,4403,Teenage Parent Program - TAPP,Tucson Unified District,,2019,0,0.14814814814814814,0.8518518518518519,0.05555555555555555,0.0,0.6666666666666666,0.05555555555555555,0.2037037037037037,0.0,0.018518518518518517,0.8518518518518519,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Mohave County,04015,1-Yes,5-Title I schoolwide school,0404,Yes participating without using any Provision or the CEO,Telesis Center for Learning Inc. (79218),0400248,332,Elementary,155,163,169,3,2,94,1,209,0,23,040024803089,79218,Telesis Preparatory,"Telesis Center for Learning, Inc.",57.5,2019,1,0.49096385542168675,0.5090361445783133,0.009036144578313253,0.006024096385542169,0.28313253012048195,0.0030120481927710845,0.6295180722891566,0.0,0.06927710843373494,0.46686746987951805,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Mohave County,04015,1-Yes,5-Title I schoolwide school,0404,Yes participating without using any Provision or the CEO,Telesis Center for Learning Inc. (79218),0400248,88,High,34,46,42,1,0,19,0,66,0,2,040024801923,79218,Telesis Preparatory Academy,"Telesis Center for Learning, Inc.",45.5,2019,1,0.5227272727272727,0.4772727272727273,0.011363636363636364,0.0,0.2159090909090909,0.0,0.75,0.0,0.022727272727272728,0.38636363636363635,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Maricopa County,04013,2-No,5-Title I schoolwide school,0409,Yes participating without using any Provision or the CEO,Tempe Union High School District (4287),0408340,1652,High,908,867,785,74,32,1150,203,127,38,28,040834000795,4287,Tempe High School,Tempe Union High School District,15.5,2019,0,0.524818401937046,0.475181598062954,0.044794188861985475,0.01937046004842615,0.6961259079903148,0.1228813559322034,0.07687651331719128,0.023002421307506054,0.01694915254237288,0.549636803874092,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Maricopa County,04013,1-Yes,6-Not a Title I school,0409,No,Tempe Preparatory Academy (4361),0400070,438,High,,201,237,9,35,17,18,344,3,12,040007000831,4361,Tempe Preparatory Academy,Tempe Preparatory Academy,71.5,2019,1,0.4589041095890411,0.541095890410959,0.02054794520547945,0.07990867579908675,0.03881278538812785,0.0410958904109589,0.7853881278538812,0.00684931506849315,0.0273972602739726,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0408,Yes participating without using any Provision or the CEO,Deer Valley Unified District (4246),0407750,1002,Elementary,120,501,501,5,34,144,18,774,2,25,040775003098,4246,Terramar Academy of the Arts,Deer Valley Unified District,65.5,2019,0,0.5,0.5,0.00499001996007984,0.033932135728542916,0.1437125748502994,0.017964071856287425,0.7724550898203593,0.001996007984031936,0.0249500998003992,0.11976047904191617,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Graham County,04009,2-No,3-Title I schoolwide eligible-Title I targeted assistance program,0401,Yes participating without using any Provision or the CEO,Thatcher Unified District (4219),0408410,577,Elementary,219,293,284,10,1,132,3,418,0,13,040841000797,4219,Thatcher Elementary School,Thatcher Unified District,55.5,2019,0,0.5077989601386482,0.49220103986135183,0.01733102253032929,0.0017331022530329288,0.22876949740034663,0.005199306759098787,0.7244367417677643,0.0,0.022530329289428077,0.37954939341421146,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Graham County,04009,2-No,1-Title I targeted assistance eligible school-No program,0401,Yes participating without using any Provision or the CEO,Thatcher Unified District (4219),0408410,502,High,140,249,253,1,4,97,2,386,1,11,040841001110,4219,Thatcher High School,Thatcher Unified District,48.0,2019,0,0.4960159362549801,0.5039840637450199,0.00199203187250996,0.00796812749003984,0.19322709163346613,0.00398406374501992,0.7689243027888446,0.00199203187250996,0.021912350597609563,0.2788844621513944,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Graham County,04009,2-No,1-Title I targeted assistance eligible school-No program,0401,Yes participating without using any Provision or the CEO,Thatcher Unified District (4219),0408410,297,Middle,97,140,157,1,0,69,3,218,0,6,040841000798,4219,Thatcher Middle School,Thatcher Unified District,45.0,2019,0,0.4713804713804714,0.5286195286195287,0.003367003367003367,0.0,0.23232323232323232,0.010101010101010102,0.734006734006734,0.0,0.020202020202020204,0.3265993265993266,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Maricopa County,04013,1-Yes,6-Not a Title I school,0409,No,The French American School of Arizona (395879),0400977,46,Elementary,,26,20,0,1,5,0,32,0,8,040097703580,395879,The French American Academy of Arizona,The French American School of Arizona,,2019,1,0.5652173913043478,0.43478260869565216,0.0,0.021739130434782608,0.10869565217391304,0.0,0.6956521739130435,0.0,0.17391304347826086,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Pinal County,04021,1-Yes,5-Title I schoolwide school,0401,Yes participating without using any Provision or the CEO,The Grande Innovation Academy (92978),0400953,664,Elementary,,326,338,8,13,363,24,219,3,34,040095303527,92978,The Grande Innovation,The Grande Innovation Academy,31.5,2019,1,0.49096385542168675,0.5090361445783133,0.012048192771084338,0.01957831325301205,0.5466867469879518,0.03614457831325301,0.32981927710843373,0.004518072289156626,0.05120481927710843,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Pima County,04019,2-No,1-Title I targeted assistance eligible school-No program,0401,Yes participating without using any Provision or the CEO,Amphitheater Unified District (4406),0400680,423,Elementary,50,232,191,5,12,95,5,278,0,28,040068003517,4406,The Innovation Academy,Amphitheater Unified District,73.5,2019,0,0.5484633569739953,0.4515366430260047,0.01182033096926714,0.028368794326241134,0.22458628841607564,0.01182033096926714,0.6572104018912529,0.0,0.06619385342789598,0.1182033096926714,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Maricopa County,04013,1-Yes,6-Not a Title I school,0403,No,The Odyssey Preparatory Academy Inc. (90287),0400800,582,Elementary,,273,309,0,8,257,35,250,10,22,040080003211,90287,The Odyssey Preparatory Academy,"The Odyssey Preparatory Academy, Inc.",46.0,2019,1,0.4690721649484536,0.5309278350515464,0.0,0.013745704467353952,0.4415807560137457,0.06013745704467354,0.42955326460481097,0.01718213058419244,0.037800687285223365,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Maricopa County,04013,1-Yes,6-Not a Title I school,0404,No,The Odyssey Preparatory Academy Inc. (90287),0400800,518,Elementary,,240,278,0,3,210,19,256,3,27,040080003368,90287,The Odyssey Preparatory Academy - Sienna Hills,"The Odyssey Preparatory Academy, Inc.",52.0,2019,1,0.46332046332046334,0.5366795366795367,0.0,0.005791505791505791,0.40540540540540543,0.03667953667953668,0.4942084942084942,0.005791505791505791,0.052123552123552123,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Maricopa County,04013,1-Yes,6-Not a Title I school,0408,No,The Odyssey Preparatory Academy Inc. (90287),0400800,645,Elementary,,317,328,0,12,196,26,374,7,30,040080003288,90287,The Odyssey Preparatory Academy Goodyear,"The Odyssey Preparatory Academy, Inc.",62.0,2019,1,0.49147286821705427,0.5085271317829457,0.0,0.018604651162790697,0.30387596899224806,0.040310077519379844,0.57984496124031,0.010852713178294573,0.046511627906976744,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Maricopa County,04013,1-Yes,5-Title I schoolwide school,0407,Yes participating without using any Provision or the CEO,The Paideia Academies Inc (91250),0400863,698,Elementary,529,345,353,7,6,469,151,43,2,20,040086303355,91250,The Paideia Academy of South Phoenix,"The Paideia Academies, Inc",37.5,2019,1,0.49426934097421205,0.505730659025788,0.01002865329512894,0.008595988538681949,0.671919770773639,0.2163323782234957,0.06160458452722063,0.0028653295128939827,0.02865329512893983,0.7578796561604585,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Coconino County,04005,1-Yes,5-Title I schoolwide school,0401,Yes participating without using any Provision or the CEO,PEAK School Inc. The (79866),0400350,163,Elementary,121,79,84,41,0,84,0,32,0,6,040035002286,79866,The Peak School,"PEAK School Inc., The",32.5,2019,1,0.48466257668711654,0.5153374233128835,0.25153374233128833,0.0,0.5153374233128835,0.0,0.19631901840490798,0.0,0.03680981595092025,0.7423312883435583,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Maricopa County,04013,1-Yes,3-Title I schoolwide eligible-Title I targeted assistance program,0407,Yes participating without using any Provision or the CEO,Think Through Academy (92976),0400976,66,High,55,36,30,0,0,37,14,13,0,2,040097603624,92976,Think Through Academy,Think Through Academy,,2019,1,0.5454545454545454,0.45454545454545453,0.0,0.0,0.5606060606060606,0.21212121212121213,0.19696969696969696,0.0,0.030303030303030304,0.8333333333333334,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Maricopa County,04013,2-No,5-Title I schoolwide school,0407,Yes participating without using any Provision or the CEO,Phoenix Elementary District (4256),0406300,593,Elementary,538,311,282,9,4,481,83,10,1,5,040630000521,4256,Thomas A Edison School,Phoenix Elementary District,25.0,2019,0,0.524451939291737,0.47554806070826305,0.01517706576728499,0.006745362563237774,0.8111298482293423,0.1399662731871838,0.016863406408094434,0.0016863406408094434,0.008431703204047217,0.9072512647554806,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Coconino County,04005,2-No,1-Title I targeted assistance eligible school-No program,0401,Yes participating without using any Provision or the CEO,Flagstaff Unified District (4192),0402860,586,Elementary,187,288,298,109,13,131,3,300,2,28,040286001363,4192,Thomas M Knoles Elementary School,Flagstaff Unified District,44.5,2019,0,0.49146757679180886,0.5085324232081911,0.18600682593856654,0.02218430034129693,0.2235494880546075,0.005119453924914676,0.5119453924914675,0.0034129692832764505,0.04778156996587031,0.3191126279863481,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Maricopa County,04013,2-No,5-Title I schoolwide school,0408,Yes participating without using any Provision or the CEO,Dysart Unified District (4243),0402690,842,Elementary,672,438,404,7,5,591,70,139,3,27,040269002402,4243,Thompson Ranch Elementary,Dysart Unified District,30.5,2019,0,0.5201900237529691,0.47980997624703087,0.00831353919239905,0.0059382422802850355,0.7019002375296912,0.0831353919239905,0.16508313539192399,0.0035629453681710215,0.032066508313539195,0.7980997624703088,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Maricopa County,04013,2-No,5-Title I schoolwide school,0406,Yes participating without using any Provision or the CEO,Glendale Union High School District (4285),0403450,1616,High,759,803,813,44,33,671,118,722,6,22,040345000282,4285,Thunderbird High School,Glendale Union High School District,54.5,2019,0,0.4969059405940594,0.5030940594059405,0.027227722772277228,0.02042079207920792,0.4152227722772277,0.07301980198019802,0.4467821782178218,0.0037128712871287127,0.013613861386138614,0.46967821782178215,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Mohave County,04015,2-No,5-Title I schoolwide school,0404,Yes participating without using any Provision or the CEO,Lake Havasu Unified District (4368),0404280,847,Middle,406,428,419,12,18,194,6,598,8,11,040428000338,4368,Thunderbolt Middle School,Lake Havasu Unified District,43.5,2019,0,0.5053128689492326,0.4946871310507674,0.014167650531286895,0.021251475796930343,0.22904368358913813,0.0070838252656434475,0.706021251475797,0.009445100354191263,0.012987012987012988,0.4793388429752066,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Pima County,04019,1-Yes,5-Title I schoolwide school,0402,Yes participating without using any Provision or the CEO,Tucson International Academy Inc. (79979),0400373,107,Other,75,45,62,4,2,61,11,23,1,5,040037302936,79979,TIA East,"Tucson International Academy, Inc.",30.0,2019,1,0.4205607476635514,0.5794392523364486,0.037383177570093455,0.018691588785046728,0.5700934579439252,0.102803738317757,0.21495327102803738,0.009345794392523364,0.04672897196261682,0.7009345794392523,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Pima County,04019,1-Yes,5-Title I schoolwide school,0403,Yes participating without using any Provision or the CEO,Tucson International Academy Inc. (79979),0400373,150,Other,112,91,59,2,2,132,3,10,1,0,040037302889,79979,TIA West,"Tucson International Academy, Inc.",12.0,2019,1,0.6066666666666667,0.3933333333333333,0.013333333333333334,0.013333333333333334,0.88,0.02,0.06666666666666667,0.006666666666666667,0.0,0.7466666666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
