Agency Name,Agency ID - NCES Assigned,County Name,County Number,Charter School,Title I School Status,Congressional Code,School Level,Total Students All Grades (Excludes AE),Free and Reduced Lunch Students,Male Students,Female Students,American Indian/Alaska Native Students,Asian or Asian/Pacific Islander Students,Hispanic Students,Black or African American Students,White Students,Nat. Hawaiian or Other Pacific Isl. Students,Two or More Races Students,National School Lunch Program,School ID - NCES Assigned,School Name,District Entity ID,District Name,Average Percent Passing,Year,Charter School Dummy,Male Students Percentage,Female Students Percentage,American Indian/Alaska Native Students Percentage,Asian or Asian/Pacific Islander Students Percentage,Hispanic Students Percentage,Black or African American Students Percentage,White Students Percentage,Nat. Hawaiian or Other Pacific Isl. Students Percentage,Two or More Races Students Percentage,Free and Reduced Lunch Students Percentage,School Level: Primary,School Level: Middle,School Level: High,School Level: Other,Apache County,Cochise County,Coconino County,Gila County,Graham County,Greenlee County,La Paz County,Maricopa County,Mohave County,Navajo County,Pima County,Pinal County,Santa Cruz County,Yavapai County,Yuma County,0403,0401,0406,0407,0404,0402,0405,0409,0408
Marana Unified District,0404630,Pima County,04019,2-No,1-Title I targeted assistance eligible school-No program,0402,Middle,774,316,403,371,7,13,294,18,420,0,22,Yes participating without using any Provision or the CEO,040463001131,Tortolita Middle School,4404,Marana Unified District,34.0,2018,0,0.520671834625323,0.479328165374677,0.00904392764857881,0.016795865633074936,0.3798449612403101,0.023255813953488372,0.5426356589147286,0.0,0.028423772609819122,0.4082687338501292,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Sierra Vista Unified District,0401460,Cochise County,04003,2-No,5-Title I schoolwide school,0402,Elementary,375,195,180,195,4,5,144,25,153,10,34,Yes under Community Eligibility Option (CEO),040146001051,Town & Country Elementary School,4175,Sierra Vista Unified District,39.5,2018,0,0.48,0.52,0.010666666666666666,0.013333333333333334,0.384,0.06666666666666667,0.408,0.02666666666666667,0.09066666666666667,0.52,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Gilbert Unified District,0403400,Maricopa County,04013,2-No,6-Not a Title I school,0405,Elementary,694,165,370,324,5,26,140,18,457,7,41,Yes participating without using any Provision or the CEO,040340000596,Towne Meadows Elementary School,4239,Gilbert Unified District,63.0,2018,0,0.5331412103746398,0.4668587896253602,0.007204610951008645,0.037463976945244955,0.2017291066282421,0.025936599423631124,0.6585014409221902,0.010086455331412104,0.059077809798270896,0.2377521613832853,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Laveen Elementary District,0404290,Maricopa County,04013,2-No,5-Title I schoolwide school,0407,Elementary,915,685,459,456,16,12,533,244,75,3,32,Yes participating without using any Provision or the CEO,040429002845,Trailside Point Performing Arts Academy,4276,Laveen Elementary District,39.5,2018,0,0.5016393442622951,0.49836065573770494,0.017486338797814208,0.013114754098360656,0.5825136612021858,0.26666666666666666,0.08196721311475409,0.003278688524590164,0.034972677595628415,0.7486338797814208,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Littleton Elementary District,0404440,Maricopa County,04013,2-No,6-Not a Title I school,0403,Elementary,791,671,419,372,3,3,639,72,58,1,15,Yes participating without using any Provision or the CEO,040444002908,Tres Rios Elementary School,4278,Littleton Elementary District,23.5,2018,0,0.5297092288242731,0.47029077117572693,0.0037926675094816687,0.0037926675094816687,0.8078381795195955,0.09102402022756005,0.07332490518331226,0.0012642225031605564,0.018963337547408345,0.8482932996207333,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Phoenix Union High School District,0406330,Maricopa County,04013,2-No,6-Not a Title I school,0407,High,3070,2701,1592,1478,23,16,2797,118,78,4,34,Yes participating without using any Provision or the CEO,040633000554,Trevor Browne High School,4286,Phoenix Union High School District,15.5,2018,0,0.5185667752442997,0.48143322475570033,0.00749185667752443,0.005211726384364821,0.9110749185667752,0.038436482084690554,0.025407166123778503,0.0013029315960912053,0.011074918566775244,0.8798045602605863,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Triumphant Learning Center,0400028,Graham County,04009,1-Yes,6-Not a Title I school,0401,Elementary,86,,40,46,0,2,25,0,56,1,2,No,040002800528,Triumphant Learning Center,4225,Triumphant Learning Center,36.0,2018,1,0.46511627906976744,0.5348837209302325,0.0,0.023255813953488372,0.29069767441860467,0.0,0.6511627906976745,0.011627906976744186,0.023255813953488372,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Chinle Unified District,0401940,Apache County,04001,2-No,5-Title I schoolwide school,0401,Elementary,404,326,196,208,402,0,1,0,1,0,0,Yes under Community Eligibility Option (CEO),040194000145,Tsaile Elementary School,4158,Chinle Unified District,38.5,2018,0,0.48514851485148514,0.5148514851485149,0.995049504950495,0.0,0.0024752475247524753,0.0,0.0024752475247524753,0.0,0.0,0.806930693069307,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Coconino County Accommodation School District,0400163,Coconino County,04005,2-No,6-Not a Title I school,0401,High,56,,28,28,51,0,1,0,3,0,1,Yes participating without using any Provision or the CEO,040016303138,Tse'yaato' High School,10386,Coconino County Accommodation School District,,2018,0,0.5,0.5,0.9107142857142857,0.0,0.017857142857142856,0.0,0.05357142857142857,0.0,0.017857142857142856,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Window Rock Unified District,0409430,Apache County,04001,2-No,6-Not a Title I school,0401,Elementary,145,109,81,64,145,0,0,0,0,0,0,Yes under Community Eligibility Option (CEO),040943002447,Tsehootsooi Dine Bi'Olta,4154,Window Rock Unified District,27.5,2018,0,0.5586206896551724,0.4413793103448276,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7517241379310344,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Window Rock Unified District,0409430,Apache County,04001,2-No,6-Not a Title I school,0401,Middle,399,318,218,181,398,0,1,0,0,0,0,Yes under Community Eligibility Option (CEO),040943000967,Tsehootsooi Intermediate Learning Center,4154,Window Rock Unified District,20.0,2018,0,0.5463659147869674,0.45363408521303256,0.9974937343358395,0.0,0.002506265664160401,0.0,0.0,0.0,0.0,0.7969924812030075,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Window Rock Unified District,0409430,Apache County,04001,2-No,6-Not a Title I school,0401,Middle,352,256,191,161,346,1,3,0,2,0,0,Yes under Community Eligibility Option (CEO),040943000968,Tsehootsooi Middle School,4154,Window Rock Unified District,9.5,2018,0,0.5426136363636364,0.45738636363636365,0.9829545454545454,0.002840909090909091,0.008522727272727272,0.0,0.005681818181818182,0.0,0.0,0.7272727272727273,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Window Rock Unified District,0409430,Apache County,04001,2-No,6-Not a Title I school,0401,Elementary,429,346,240,189,425,1,1,1,1,0,0,Yes under Community Eligibility Option (CEO),040943001648,Tsehootsooi Primary Learning Center,4154,Window Rock Unified District,30.0,2018,0,0.5594405594405595,0.4405594405594406,0.9906759906759907,0.002331002331002331,0.002331002331002331,0.002331002331002331,0.002331002331002331,0.0,0.0,0.8065268065268065,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tuba City Unified School District #15,0408680,Coconino County,04005,2-No,6-Not a Title I school,0401,High,688,535,361,327,671,6,5,0,5,0,1,Yes under Community Eligibility Option (CEO),040868000812,Tuba City High School,4197,Tuba City Unified School District #15,16.5,2018,0,0.5247093023255814,0.4752906976744186,0.9752906976744186,0.00872093023255814,0.007267441860465116,0.0,0.007267441860465116,0.0,0.0014534883720930232,0.7776162790697675,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tuba City Unified School District #15,0408680,Coconino County,04005,2-No,6-Not a Title I school,0401,Middle,336,288,181,155,321,6,4,1,4,0,0,Yes under Community Eligibility Option (CEO),040868000814,Tuba City Junior High School,4197,Tuba City Unified School District #15,10.0,2018,0,0.5386904761904762,0.46130952380952384,0.9553571428571429,0.017857142857142856,0.011904761904761904,0.002976190476190476,0.011904761904761904,0.0,0.0,0.8571428571428571,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tucson Country Day School  Inc.,0400255,Pima County,04019,1-Yes,6-Not a Title I school,0402,Elementary,685,191,350,335,7,28,26,36,581,0,7,Yes participating without using any Provision or the CEO,040025502075,Tucson Country Day School,79073,"Tucson Country Day School, Inc.",54.0,2018,1,0.5109489051094891,0.48905109489051096,0.010218978102189781,0.040875912408759124,0.03795620437956204,0.052554744525547446,0.8481751824817518,0.0,0.010218978102189781,0.27883211678832115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Tucson International Academy  Inc.,0400373,Pima County,04019,1-Yes,5-Title I schoolwide school,0403,Other,103,68,63,40,0,0,92,4,6,0,1,Yes participating without using any Provision or the CEO,040037302311,Tucson International Academy,79979,"Tucson International Academy, Inc.",33.5,2018,1,0.6116504854368932,0.3883495145631068,0.0,0.0,0.8932038834951457,0.038834951456310676,0.05825242718446602,0.0,0.009708737864077669,0.6601941747572816,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Tucson International Academy  Inc.,0400373,Pima County,04019,1-Yes,5-Title I schoolwide school,0403,Other,182,138,86,96,1,1,164,1,11,1,3,Yes participating without using any Provision or the CEO,040037302397,Tucson International Academy Midvale,79979,"Tucson International Academy, Inc.",18.0,2018,1,0.4725274725274725,0.5274725274725275,0.005494505494505495,0.005494505494505495,0.9010989010989011,0.005494505494505495,0.06043956043956044,0.005494505494505495,0.016483516483516484,0.7582417582417582,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Tucson Unified District,0408800,Pima County,04019,2-No,6-Not a Title I school,0403,High,3007,1593,1450,1557,107,47,2189,156,420,3,85,Yes participating without using any Provision or the CEO,040880001268,Tucson Magnet High School,4403,Tucson Unified District,23.0,2018,0,0.4822081809112072,0.5177918190887928,0.035583638177585634,0.015630196208846026,0.7279680744928501,0.051878949118722976,0.13967409378117726,0.0009976720984369804,0.02826737612238111,0.5297638842700366,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Tucson Preparatory School,0400159,Pima County,04019,1-Yes,6-Not a Title I school,0402,High,117,,61,56,8,0,72,4,26,0,7,No,040015901791,Tucson Preparatory School,6374,Tucson Preparatory School,6.0,2018,1,0.5213675213675214,0.47863247863247865,0.06837606837606838,0.0,0.6153846153846154,0.03418803418803419,0.2222222222222222,0.0,0.05982905982905983,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Tucson Unified District,0408800,Pima County,04019,2-No,6-Not a Title I school,0403,Elementary,359,290,195,164,20,7,234,46,39,2,11,Yes participating without using any Provision or the CEO,040880001113,Tully Elementary Accelerated Magnet School,4403,Tucson Unified District,31.0,2018,0,0.5431754874651811,0.4568245125348189,0.055710306406685235,0.019498607242339833,0.6518105849582173,0.12813370473537605,0.10863509749303621,0.005571030640668524,0.03064066852367688,0.807799442896936,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Washington Elementary School District,0409060,Maricopa County,04013,2-No,5-Title I schoolwide school,0406,Elementary,463,360,216,247,11,6,236,27,152,3,28,Yes under Community Eligibility Option (CEO),040906000946,Tumbleweed Elementary School,4260,Washington Elementary School District,42.5,2018,0,0.46652267818574517,0.5334773218142549,0.023758099352051837,0.012958963282937365,0.509719222462203,0.058315334773218146,0.3282937365010799,0.0064794816414686825,0.06047516198704104,0.7775377969762419,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Fowler Elementary District,0403060,Maricopa County,04013,2-No,6-Not a Title I school,0403,Elementary,674,504,371,303,5,8,522,69,54,3,13,Yes participating without using any Provision or the CEO,040306002495,Tuscano Elementary School,4273,Fowler Elementary District,30.5,2018,0,0.5504451038575667,0.4495548961424332,0.00741839762611276,0.011869436201780416,0.7744807121661721,0.10237388724035608,0.08011869436201781,0.004451038575667656,0.019287833827893175,0.7477744807121661,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Marana Unified District,0404630,Pima County,04019,2-No,1-Title I targeted assistance eligible school-No program,0401,Elementary,558,150,292,266,5,25,164,10,334,0,20,Yes participating without using any Provision or the CEO,040463002197,Twin Peaks Elementary School,4404,Marana Unified District,61.5,2018,0,0.5232974910394266,0.4767025089605735,0.008960573476702509,0.044802867383512544,0.2939068100358423,0.017921146953405017,0.5985663082437276,0.0,0.035842293906810034,0.26881720430107525,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Tolleson Union High School District,0408520,Maricopa County,04013,2-No,5-Title I schoolwide school,0407,High,503,,210,293,3,54,344,29,56,4,13,No,040852003206,University High School,4288,Tolleson Union High School District,91.5,2018,0,0.41749502982107356,0.5825049701789264,0.005964214711729622,0.1073558648111332,0.68389662027833,0.05765407554671968,0.11133200795228629,0.007952286282306162,0.02584493041749503,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Tucson Unified District,0408800,Pima County,04019,2-No,6-Not a Title I school,0402,High,1100,,444,656,1,109,387,13,511,1,78,No,040880001441,University High School,4403,Tucson Unified District,91.5,2018,0,0.4036363636363636,0.5963636363636363,0.0009090909090909091,0.09909090909090909,0.3518181818181818,0.011818181818181818,0.46454545454545454,0.0009090909090909091,0.07090909090909091,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Tucson Unified District,0408800,Pima County,04019,2-No,6-Not a Title I school,0403,Middle,391,335,201,190,19,0,324,25,16,0,7,Yes participating without using any Provision or the CEO,040880000896,Utterback Middle School,4403,Tucson Unified District,10.5,2018,0,0.5140664961636828,0.4859335038363171,0.04859335038363171,0.0,0.8286445012787724,0.0639386189258312,0.04092071611253197,0.0,0.017902813299232736,0.8567774936061381,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Roosevelt Elementary District,0407080,Maricopa County,04013,2-No,5-Title I schoolwide school,0407,Elementary,415,348,217,198,6,1,358,38,9,0,3,Yes under Provision 2,040708000593,V H Lassen Elementary School,4279,Roosevelt Elementary District,21.5,2018,0,0.5228915662650603,0.4771084337349398,0.014457831325301205,0.0024096385542168677,0.8626506024096385,0.09156626506024096,0.021686746987951807,0.0,0.007228915662650603,0.8385542168674699,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Vail Unified School District,0408850,Pima County,04019,2-No,6-Not a Title I school,0402,Other,451,67,226,225,1,22,160,29,218,1,20,Yes participating without using any Provision or the CEO,040885001955,Vail Academy & High School,4413,Vail Unified School District,66.5,2018,0,0.5011086474501109,0.49889135254988914,0.0022172949002217295,0.04878048780487805,0.35476718403547675,0.06430155210643015,0.48337028824833705,0.0022172949002217295,0.04434589800443459,0.14855875831485588,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Vail Unified School District,0408850,Pima County,04019,2-No,6-Not a Title I school,0402,Other,150,,65,85,0,4,34,9,87,1,15,No,040885003214,Vail Innovation Center,4413,Vail Unified School District,46.0,2018,0,0.43333333333333335,0.5666666666666667,0.0,0.02666666666666667,0.22666666666666666,0.06,0.58,0.006666666666666667,0.1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Gilbert Unified District,0403400,Maricopa County,04013,2-No,6-Not a Title I school,0405,Elementary,524,125,251,273,10,17,87,10,365,2,33,Yes participating without using any Provision or the CEO,040340001490,Val Vista Lakes Elementary School,4239,Gilbert Unified District,59.5,2018,0,0.47900763358778625,0.5209923664122137,0.019083969465648856,0.03244274809160305,0.16603053435114504,0.019083969465648856,0.6965648854961832,0.003816793893129771,0.06297709923664122,0.2385496183206107,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Tucson Unified District,0408800,Pima County,04019,2-No,6-Not a Title I school,0403,Middle,895,688,475,420,69,3,716,9,81,2,15,Yes participating without using any Provision or the CEO,040880000972,Valencia Middle School,4403,Tucson Unified District,11.0,2018,0,0.5307262569832403,0.4692737430167598,0.07709497206703911,0.0033519553072625698,0.8,0.01005586592178771,0.09050279329608939,0.0022346368715083797,0.01675977653631285,0.7687150837988826,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Valentine Elementary District,0408880,Mohave County,04015,2-No,6-Not a Title I school,0404,Elementary,98,,45,53,77,0,10,0,8,0,3,No,040888000910,Valentine Elementary School,4380,Valentine Elementary District,11.0,2018,0,0.45918367346938777,0.5408163265306123,0.7857142857142857,0.0,0.10204081632653061,0.0,0.08163265306122448,0.0,0.030612244897959183,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sanders Unified District,0406740,Apache County,04001,2-No,6-Not a Title I school,0401,High,209,183,110,99,204,0,4,0,1,0,0,Yes under Community Eligibility Option (CEO),040674001142,Valley High School,4156,Sanders Unified District,11.5,2018,0,0.5263157894736842,0.47368421052631576,0.9760765550239234,0.0,0.019138755980861243,0.0,0.004784688995215311,0.0,0.0,0.8755980861244019,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Crane Elementary District,0402400,Yuma County,04027,2-No,5-Title I schoolwide school,0403,Elementary,536,395,290,246,4,3,493,4,25,1,6,Yes under Provision 2,040240000037,Valley Horizon Elementary School,4501,Crane Elementary District,31.5,2018,0,0.5410447761194029,0.458955223880597,0.007462686567164179,0.005597014925373134,0.9197761194029851,0.007462686567164179,0.04664179104477612,0.0018656716417910447,0.011194029850746268,0.7369402985074627,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Kestrel Schools  Inc.,0400267,Maricopa County,04013,1-Yes,5-Title I schoolwide school,0409,High,24,,19,5,1,0,7,2,6,8,0,No,040026702091,Valley Preparatory Academy,79065,"Kestrel Schools, Inc.",,2018,1,0.7916666666666666,0.20833333333333334,0.041666666666666664,0.0,0.2916666666666667,0.08333333333333333,0.25,0.3333333333333333,0.0,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Valley Union High School District,0408910,Cochise County,04003,2-No,6-Not a Title I school,0402,High,111,61,62,49,2,0,13,4,91,1,0,Yes participating without using any Provision or the CEO,040891000911,Valley Union High School,4190,Valley Union High School District,24.5,2018,0,0.5585585585585585,0.44144144144144143,0.018018018018018018,0.0,0.11711711711711711,0.036036036036036036,0.8198198198198198,0.009009009009009009,0.0,0.5495495495495496,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Roosevelt Elementary District,0407080,Maricopa County,04013,2-No,5-Title I schoolwide school,0407,Elementary,597,524,309,288,21,1,513,28,28,0,6,Yes under Provision 2,040708001100,Valley View School,4279,Roosevelt Elementary District,21.5,2018,0,0.5175879396984925,0.4824120603015075,0.035175879396984924,0.0016750418760469012,0.8592964824120602,0.04690117252931323,0.04690117252931323,0.0,0.010050251256281407,0.8777219430485762,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dysart Unified District,0402690,Maricopa County,04013,2-No,4-Title I schoolwide eligible school-No program,0408,High,2592,1269,1279,1313,14,50,1080,240,1096,13,99,Yes participating without using any Provision or the CEO,040269002684,Valley Vista High School,4243,Dysart Unified District,28.5,2018,0,0.49344135802469136,0.5065586419753086,0.005401234567901234,0.019290123456790122,0.4166666666666667,0.09259259259259259,0.4228395061728395,0.005015432098765432,0.03819444444444445,0.4895833333333333,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Tucson Unified District,0408800,Pima County,04019,2-No,6-Not a Title I school,0403,Elementary,276,253,145,131,8,2,258,1,7,0,0,Yes participating without using any Provision or the CEO,040880000897,Van Buskirk Elementary School,4403,Tucson Unified District,39.5,2018,0,0.5253623188405797,0.4746376811594203,0.028985507246376812,0.007246376811594203,0.9347826086956522,0.0036231884057971015,0.025362318840579712,0.0,0.0,0.9166666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Vector School District  Inc.,0400792,Maricopa County,04013,1-Yes,5-Title I schoolwide school,0409,Elementary,197,,96,101,52,1,81,28,30,0,5,Yes under Provision 2,040079202970,Vector Prep and Arts Academy,90317,"Vector School District, Inc.",18.5,2018,1,0.4873096446700508,0.5126903553299492,0.2639593908629442,0.005076142131979695,0.41116751269035534,0.14213197969543148,0.15228426395939088,0.0,0.025380710659898477,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Catalina Foothills Unified District,0401760,Pima County,04019,2-No,2-Title I targeted assistance school,0402,Elementary,548,75,254,294,0,23,183,5,311,3,23,Yes participating without using any Provision or the CEO,040176001002,Ventana Vista Elementary School,4410,Catalina Foothills Unified District,67.5,2018,0,0.4635036496350365,0.5364963503649635,0.0,0.041970802919708027,0.33394160583941607,0.009124087591240875,0.5675182481751825,0.005474452554744526,0.041970802919708027,0.13686131386861314,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Vernon Elementary District,0400022,Apache County,04001,2-No,6-Not a Title I school,0401,Elementary,100,71,42,58,5,1,14,2,78,0,0,Yes under Community Eligibility Option (CEO),040002201354,Vernon Elementary School,4162,Vernon Elementary District,38.0,2018,0,0.42,0.58,0.05,0.01,0.14,0.02,0.78,0.0,0.0,0.71,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Litchfield Elementary District,0404380,Maricopa County,04013,2-No,6-Not a Title I school,0404,Elementary,693,117,380,313,1,12,189,28,426,2,35,Yes participating without using any Provision or the CEO,040438002782,Verrado Elementary School,4281,Litchfield Elementary District,,2018,0,0.5483405483405484,0.45165945165945165,0.001443001443001443,0.017316017316017316,0.2727272727272727,0.04040404040404041,0.6147186147186147,0.002886002886002886,0.050505050505050504,0.16883116883116883,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Litchfield Elementary District,0404380,Maricopa County,04013,2-No,6-Not a Title I school,0404,Elementary,988,217,521,467,3,7,363,46,522,4,43,Yes participating without using any Provision or the CEO,040438003478,Verrado Heritage Elementary School,4281,Litchfield Elementary District,62.0,2018,0,0.5273279352226721,0.4726720647773279,0.003036437246963563,0.00708502024291498,0.3674089068825911,0.0465587044534413,0.52834008097166,0.004048582995951417,0.043522267206477734,0.21963562753036436,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Agua Fria Union High School District,0400450,Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0404,High,2023,464,1031,992,10,63,751,125,989,8,77,Yes participating without using any Provision or the CEO,040045002592,Verrado High School,4289,Agua Fria Union High School District,40.0,2018,0,0.5096391497775581,0.4903608502224419,0.004943153732081068,0.031141868512110725,0.3712308452792882,0.061789421651013345,0.4888779041028176,0.003954522985664854,0.03806228373702422,0.22936233316856156,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Litchfield Elementary District,0404380,Maricopa County,04013,2-No,6-Not a Title I school,0404,Middle,841,193,433,408,2,24,269,40,476,2,28,Yes participating without using any Provision or the CEO,040438002431,Verrado Middle School,4281,Litchfield Elementary District,56.5,2018,0,0.5148632580261593,0.48513674197384066,0.0023781212841854932,0.028537455410225922,0.31985731272294887,0.04756242568370987,0.5659928656361475,0.0023781212841854932,0.03329369797859691,0.2294887039239001,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Tucson Unified District,0408800,Pima County,04019,2-No,6-Not a Title I school,0403,Elementary,680,489,352,328,39,3,537,8,76,3,14,Yes participating without using any Provision or the CEO,040880000899,Vesey Elementary School,4403,Tucson Unified District,35.0,2018,0,0.5176470588235295,0.4823529411764706,0.057352941176470586,0.004411764705882353,0.7897058823529411,0.011764705882352941,0.11176470588235295,0.004411764705882353,0.020588235294117647,0.7191176470588235,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Victory Collegiate Academy Corporation,0400968,Maricopa County,04013,1-Yes,6-Not a Title I school,0407,Elementary,201,188,100,101,0,0,167,25,8,0,1,Yes participating without using any Provision or the CEO,040096803562,Victory Collegiate Academy,92985,Victory Collegiate Academy Corporation,14.0,2018,1,0.4975124378109453,0.5024875621890548,0.0,0.0,0.8308457711442786,0.12437810945273632,0.03980099502487562,0.0,0.004975124378109453,0.9353233830845771,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Pendergast Elementary District,0406210,Maricopa County,04013,2-No,6-Not a Title I school,0403,Elementary,705,535,344,361,4,10,526,59,88,1,17,Yes under Provision 2,040621001241,Villa De Paz Elementary School,4283,Pendergast Elementary District,28.0,2018,0,0.4879432624113475,0.5120567375886524,0.005673758865248227,0.014184397163120567,0.7460992907801418,0.08368794326241134,0.12482269503546099,0.0014184397163120568,0.024113475177304965,0.7588652482269503,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Villa Montessori Charter School,0400054,Maricopa County,04013,1-Yes,6-Not a Title I school,0409,Elementary,488,,248,240,2,14,89,7,345,0,31,No,040005400756,Villa Montessori - Phoenix Campus,4339,Villa Montessori Charter School,65.5,2018,1,0.5081967213114754,0.4918032786885246,0.004098360655737705,0.028688524590163935,0.18237704918032788,0.014344262295081968,0.7069672131147541,0.0,0.06352459016393443,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mary C O'Brien Accommodation District,0402740,Pinal County,04021,2-No,5-Title I schoolwide school,0401,High,83,60,47,36,1,0,66,5,11,0,0,Yes under Provision 3,040274001625,Villa Oasis Interscholastic Center For Education (voice),4435,Mary C O'Brien Accommodation District,7.0,2018,0,0.5662650602409639,0.43373493975903615,0.012048192771084338,0.0,0.7951807228915663,0.060240963855421686,0.13253012048192772,0.0,0.0,0.7228915662650602,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
